id_unique,pop_size_territories,both_disapp,population_analysis,territory_analysis,individual_analysis,fate,fate_detailed,wolf_id,sex,country,territory,territory_winter,Y_coordinate,X_coordinate,autumn,spring,slu_id,ruggedness,paved,gravel,snow_cover,human_density,municipality_name,municipality_id,moose_harvest_density,bear_density_shot,bear_density_live,night_light,elevation_mean,elevation_stdv,birth_territory,inbreeding,number_neighbour_terr
2122,71,,,0,0,alive,,G272-17,F,S,Stora Bör 2,Stora Bör_1920,6590809,1312227,2019,2020,G272-17,5.3476,0.25,1.1,55.44444444,11.8,Årjäng,1765,2.6,0,0.0001,0.1144,177.5578059,57.79724202,Gla3,0.31059999999999999,4
2123,71,,,,,alive,,G52-19,M,S,Stora Bör 2,Stora Bör_1920,6590809,1312227,2019,2020,G52-19,5.3476,0.25,1.1,55.44444444,11.8,Årjäng,1765,2.6,0,0.0001,0.1144,177.5578059,57.79724202,Kvg1,0.249692,4
2124,75,,1,1,1,disapp,,G272-17,F,S,Stora Bör 2,Stora Bör_2021,6590331,1314902,2020,2021,,5.4226,0.28,1.09,65.92831541,12.21,Årjäng,1765,2.9,0,0,0.1388,168.0915437,61.03796029,Gla3,0.31059999999999999,4
2125,75,,,,,other,legal,G52-19,M,S,Stora Bör 2,Stora Bör_2021,6590331,1314902,2020,2021,,5.4226,0.28,1.09,65.92831541,12.21,Årjäng,1765,2.9,0,0,0.1388,168.0915437,61.03796029,Kvg1,0.249692,4
2126,58,1,1,1,1,disapp,,G106-11,F,S,Stora Le,Stora Le_1011,6576759,1271563,2010,2011,G106-11,4.9755,0.38,1.11,82.40591398,9.93,Dals-Ed,1438,3.3638,0,0,0.0858,152.6028734,38.55583055,DE5,0.25695800000000002,2
2127,58,1,,,1,disapp,,G25-06,M,S,Stora Le,Stora Le_1011,6576759,1271563,2010,2011,G25-06,4.9755,0.38,1.11,82.40591398,9.93,Dals-Ed,1438,3.3638,0,0,0.0858,152.6028734,38.55583055,DE2,0.39843800000000001,2
2128,85,,,,2,censored,,G1-22,M,S,Svalemosse,Svalemosse_2223,6216817,1358264,2022,2023,,2.6785,0.64,2.21,38.40344828,49.01,Svalöv,1214,0.7,0,0,1.9145,99.90031261,29.05829446,Gmy2,0.233371,2
2129,85,,,2,2,censored,,G101-19,F,S,Svalemosse,Svalemosse_2223,6216817,1358264,2022,2023,,2.6785,0.64,2.21,38.40344828,49.01,Svalöv,1214,0.7,0,0,1.9145,99.90031261,29.05829446,Låb1,0.22414300000000001,2
2130,28,,,,,alive,,D-06-12,M,S,Svartbo,Svartbo_0405,6787066,1522033,2004,2005,D-06-12,3.7049,0.27,1.2,80.12437811,12.14,Ockelbo,2101,2.9,0.0008,0.3049,1.1038,253.2746633,103.7599106,Amu1,0.21972700000000001,2
2131,28,,,,,alive,,D-06-13,F,S,Svartbo,Svartbo_0405,6787066,1522033,2004,2005,D-06-13,3.7049,0.27,1.2,80.12437811,12.14,Ockelbo,2101,2.9,0.0008,0.3049,1.1038,253.2746633,103.7599106,Fur,0.1875,2
2132,29,,,,,other,legal,D-06-12,M,S,Svartbo,Svartbo_0506,6790643,1519725,2005,2006,D-06-12,3.5695,0.31,1.21,84.22142857,11.12,Ovanåker,2121,2.7,0.0011,0.3986,1.3789,237.3930606,104.7805599,Amu1,0.21972700000000001,2
2133,29,,,,,other,legal,D-06-13,F,S,Svartbo,Svartbo_0506,6790643,1519725,2005,2006,D-06-13,3.5695,0.31,1.21,84.22142857,11.12,Ovanåker,2121,2.7,0.0011,0.3986,1.3789,237.3930606,104.7805599,Fur,0.1875,2
2134,75,,,,,other,legal,G253-19,F,N,Svarthus,Svarthus_2021,6667244.516,1262708.537,2020,2021,,4.6415,0.68,1.34,68.67708333,47.02,Nes,3034,1.5947,0,0.0001,2.9403,225.4035,71.8268,Sbö1,0.218197,4
2135,75,,,,,other,legal,G56-20,M,N,Svarthus,Svarthus_2021,6667244.516,1262708.537,2020,2021,,4.6415,0.68,1.34,68.67708333,47.02,Nes,3034,1.5947,0,0.0001,2.9403,225.4035,71.8268,Röm3,0.35064400000000001,4
2136,85,1,,,1,disapp,,G254-21,M,S,Svartsjön 1,Svartsjön_2223,6561360,1524457,2022,2023,,2.8027,0.38,1.5,58.9047619,48.34,Vingåker,428,1.2,0,0,1.0678,56.7669191,21.22169876,Ärl2,0.39373599999999997,3
2137,85,1,1,1,1,disapp,,G55-23,F,S,Svartsjön 1,Svartsjön_2223,6561360,1524457,2022,2023,,2.8027,0.38,1.5,58.9047619,48.34,Vingåker,428,1.2,0,0,1.0678,56.7669191,21.22169876,Sju4,0.185781,3
2138,49,,,,,alive,,M-09-09,F,S,Tandsjön 1,Tandsjön_0910,6845007,1420126,2009,2010,M-09-09,4.2137,0.08,0.82,91.55952381,2.13,Orsa,2034,2.502,0.004,1.4394,0.0167,560.5685462,68.08849757,Ful1,0.261963,0
2139,49,,,0,0,alive,,M-11-03,M,S,Tandsjön 1,Tandsjön_0910,6845007,1420126,2009,2010,M-11-03,4.2137,0.08,0.82,91.55952381,2.13,Orsa,2034,2.502,0.004,1.4394,0.0167,560.5685462,68.08849757,Lok1,0.26708999999999999,0
2140,58,,,,,alive,,M-09-09,F,S,Tandsjön 1,Tandsjön_1011,6843847,1416468,2010,2011,M-09-09,4.1325,0.07,0.77,90.147343,2.11,Orsa,2034,2.5698,0.0035,1.2614,0.0521,581.5225827,77.08691216,Ful1,0.261963,0
2141,58,,,0,0,alive,,M-11-03,M,S,Tandsjön 1,Tandsjön_1011,6843847,1416468,2010,2011,M-11-03,4.1325,0.07,0.77,90.147343,2.11,Orsa,2034,2.5698,0.0035,1.2614,0.0521,581.5225827,77.08691216,Lok1,0.26708999999999999,0
2142,60,,,,,alive,,M-09-09,F,S,Tandsjön 1,Tandsjön_1112,6839934,1418966,2011,2012,M-09-09,4.1833,0.08,0.74,80.90049751,2.72,Orsa,2034,2.6683,0.0035,1.2709,0.0059,588.1566978,71.82800059,Ful1,0.261963,0
2143,60,,,0,0,alive,,M-11-03,M,S,Tandsjön 1,Tandsjön_1112,6839934,1418966,2011,2012,M-11-03,4.1833,0.08,0.74,80.90049751,2.72,Orsa,2034,2.6683,0.0035,1.2709,0.0059,588.1566978,71.82800059,Lok1,0.26708999999999999,0
2144,64,,,,,alive,,M-09-09,F,S,Tandsjön 1,Tandsjön_1213,6841086,1416802,2012,2013,M-09-09,4.1317,0.07,0.73,91.25821596,2.45,Orsa,2034,2.3866,0.0041,1.4803,0.0157,592.2394444,75.89964691,Ful1,0.261963,0
2145,64,,,0,0,alive,,M-11-03,M,S,Tandsjön 1,Tandsjön_1213,6841086,1416802,2012,2013,M-11-03,4.1317,0.07,0.73,91.25821596,2.45,Orsa,2034,2.3866,0.0041,1.4803,0.0157,592.2394444,75.89964691,Lok1,0.26708999999999999,0
2146,66,,,,,alive,,M-09-09,F,S,Tandsjön 1,Tandsjön_1314,6843702,1416278,2013,2014,M-09-09,4.1316,0.07,0.77,82.57004831,2.11,Orsa,2034,2.3914,0.0035,1.2497,0.0522,582.9322981,77.3352553,Ful1,0.261963,0
2147,66,,1,1,1,disapp,confirmed_illegal,M-11-03,M,S,Tandsjön 1,Tandsjön_1314,6843702,1416278,2013,2014,M-11-03,4.1316,0.07,0.77,82.57004831,2.11,Orsa,2034,2.3914,0.0035,1.2497,0.0522,582.9322981,77.3352553,Lok1,0.26708999999999999,0
2148,68,,,,,other,legal,G62-14,M,S,Tandsjön 2,Tandsjön_1415,6840531,1421282,2014,2015,G62-14,4.2898,0.09,0.77,88.69248826,2.77,Orsa,2034,2.268,0.0028,1.0204,0,574.2909693,65.39800274,Sjö,0.41430699999999998,0
2149,68,,,,,other,legal,M-09-09,F,S,Tandsjön 2,Tandsjön_1415,6840531,1421282,2014,2015,M-09-09,4.2898,0.09,0.77,88.69248826,2.77,Orsa,2034,2.268,0.0028,1.0204,0,574.2909693,65.39800274,Ful1,0.261963,0
2150,70,,,,,other,legal,G117-14,F,S,Tandsjön 3,Tandsjön_1516,6840622,1407681,2015,2016,G117-14,4.4101,0.07,0.6,73.67428571,2.03,Älvdalen,2039,2.3,0.0018,0.6625,0.1071,617.0808389,86.45276545,Tand,0.29699700000000001,0
2151,70,,,,,other,legal,G7-14,M,S,Tandsjön 3,Tandsjön_1516,6840622,1407681,2015,2016,G7-14,4.4101,0.07,0.6,73.67428571,2.03,Älvdalen,2039,2.3,0.0018,0.6625,0.1071,617.0808389,86.45276545,Sjö,0.41430699999999998,0
2152,74,1,1,1,1,disapp,,G48-16,F,S,Tandsjön 4,Tandsjön_1617,6838565,1418816,2016,2017,G48-16,4.1892,0.07,0.71,83.73284314,2.9,Orsa,2034,2.3207,0.0026,0.937,0,592.9100859,71.66171961,Sjö2,0.24302699999999999,0
2153,74,1,,,1,disapp,,G80-16,M,S,Tandsjön 4,Tandsjön_1617,6838565,1418816,2016,2017,G80-16,4.1892,0.07,0.71,83.73284314,2.9,Orsa,2034,2.3207,0.0026,0.937,0,592.9100859,71.66171961,Sku,0.15216099999999999,0
2154,68,,,,,other,legal,G26-18,F,S,Tandsjön 5,Tandsjön_1819,6850016,1422088,2018,2019,G26-18,4.1344,0.11,0.88,83.15920398,1.5,Orsa,2034,2.571,0.0027,0.9605,0.0196,533.1134602,67.3412979,Juv5,0.23710400000000001,0
2155,68,,,,,other,legal,G295-17,M,S,Tandsjön 5,Tandsjön_1819,6850016,1422088,2018,2019,G295-17,4.1344,0.11,0.88,83.15920398,1.5,Orsa,2034,2.571,0.0027,0.9605,0.0196,533.1134602,67.3412979,Sle3,0.29814099999999999,0
2156,83,,,0,0,alive,,G68-20,M,S,Tångeråsa 1,Tångeråsa_2122,6552522,1439423,2021,2022,,2.7321,0.43,1.42,52.32777778,21.73,Lekeberg,1814,2,0,0,1.4892,110.574345,41.51077331,Öln1,0.207874,4
2157,83,,,,0,alive,,G6-21,F,S,Tångeråsa 1,Tångeråsa_2122,6552522,1439423,2021,2022,,2.7321,0.43,1.42,52.32777778,21.73,Lekeberg,1814,2,0,0,1.4892,110.574345,41.51077331,Vvi1,9.15546E-2,4
2158,85,,1,1,1,disapp,,G68-20,M,S,Tångeråsa 2,Tångeråsa_2223,6552522,1439423,2022,2023,,2.7321,0.43,1.42,67.01768116,21.95,Lekeberg,1814,1.7,0,0,1.4892,110.574345,41.51077331,Öln1,0.207874,6
2160,85,,,2,2,censored,,G6-21,F,S,Tångeråsa 2,Tångeråsa_2223,6552522,1439423,2022,2023,,2.7321,0.43,1.42,67.01768116,21.95,Lekeberg,1814,1.7,0,0,1.4892,110.574345,41.51077331,Vvi1,9.15546E-2,6
2161,49,,,,,alive,,D-11-17,F,S,Tansen 1,Tansen_0910,6687122,1451801,2009,2010,D-11-17,4.679,0.23,1.26,84.0978836,20.67,Vansbro,2021,2.3,0.0002,0.0855,0.4671,283.9166365,67.16318241,Julu3,0.32421899999999998,1
2162,49,,,0,0,alive,,G7-10,M,S,Tansen 1,Tansen_0910,6687122,1451801,2009,2010,G7-10,4.679,0.23,1.26,84.0978836,20.67,Vansbro,2021,2.3,0.0002,0.0855,0.4671,283.9166365,67.16318241,Klot,0.29931600000000003,1
2163,58,,,,,other,legal,D-11-17,F,S,Tansen 1,Tansen_1011,6687186,1447808,2010,2011,D-11-17,4.6703,0.22,1.29,83.04545455,16.5,Vansbro,2021,2.3,0.0003,0.0935,0.3863,284.7807915,62.68543274,Julu3,0.32421899999999998,1
2164,58,,1,1,1,disapp,,G7-10,M,S,Tansen 1,Tansen_1011,6687186,1447808,2010,2011,G7-10,4.6703,0.22,1.29,83.04545455,16.5,Vansbro,2021,2.3,0.0003,0.0935,0.3863,284.7807915,62.68543274,Klot,0.29931600000000003,1
2165,60,,,0,0,alive,,G75-12,M,S,Tansen 2,Tansen _1112,6695432,1460725,2011,2012,G75-12,4.6564,0.28,1.29,79.36069652,36.43,Gagnef,2026,2.3,0.0004,0.1402,1.547,279.6439554,69.51679006,Rot2,0.27356000000000003,2
2166,60,,,,0,alive,,G47-11,F,S,Tansen 2,Tansen _1112,6695432,1460725,2011,2012,G47-11,4.6564,0.28,1.29,79.36069652,36.43,Gagnef,2026,2.3,0.0004,0.1402,1.547,279.6439554,69.51679006,Kyn2,0,2
2167,64,,1,1,1,disapp,,G75-12,M,S,Tansen 2,Tansen_1213,6700371,1460574,2012,2013,G75-12,4.5001,0.31,1.34,84.10294118,38.42,Gagnef,2026,1.9,0.0004,0.1382,1.8626,273.1035841,72.70380978,Rot2,0.27356000000000003,2
2168,64,,,,0,alive,,G47-11,F,S,Tansen 2,Tansen_1213,6700371,1460574,2012,2013,G47-11,4.5001,0.31,1.34,84.10294118,38.42,Gagnef,2026,1.9,0.0004,0.1382,1.8626,273.1035841,72.70380978,Kyn2,0,2
2169,66,,,,0,alive,,M-10-07,M,S,Tansen 3,Tansen_1314,6700482,1465821,2013,2014,M-10-07,4.4749,0.36,1.43,73.39855072,47.74,Gagnef,2026,2.2,0.0009,0.3198,2.4946,261.255278,79.7853442,Jang4,0.42968800000000001,2
2170,66,,,0,0,alive,,G47-11,F,S,Tansen 3,Tansen_1314,6700482,1465821,2013,2014,G47-11,4.4749,0.36,1.43,73.39855072,47.74,Gagnef,2026,2.2,0.0009,0.3198,2.4946,261.255278,79.7853442,Kyn2,0,2
2171,68,,,,0,alive,,M-10-07,M,S,Tansen 3,Tansen_1415,6699274,1454569,2014,2015,M-10-07,4.3757,0.27,1.27,86.23589744,28.3,Gagnef,2026,2.2,0.0008,0.2851,1.3245,281.9799669,69.0082353,Jang4,0.42968800000000001,4
2172,68,,,0,0,alive,,G47-11,F,S,Tansen 3,Tansen_1415,6699274,1454569,2014,2015,G47-11,4.3757,0.27,1.27,86.23589744,28.3,Gagnef,2026,2.2,0.0008,0.2851,1.3245,281.9799669,69.0082353,Kyn2,0,4
2173,70,,,,0,alive,,M-10-07,M,S,Tansen 3,Tansen_1516,6689223,1464209,2015,2016,M-10-07,4.8653,0.27,1.29,68.81515152,35.91,Gagnef,2026,2.3,0.0008,0.2876,1.5372,267.7748391,72.11293622,Jang4,0.42968800000000001,5
2174,70,,,0,0,alive,,G47-11,F,S,Tansen 3,Tansen_1516,6689223,1464209,2015,2016,G47-11,4.8653,0.27,1.29,68.81515152,35.91,Gagnef,2026,2.3,0.0008,0.2876,1.5372,267.7748391,72.11293622,Kyn2,0,5
2175,74,1,,,1,disapp,,M-10-07,M,S,Tansen 3,Tansen_1617,6692546,1458408,2016,2017,M-10-07,4.7282,0.26,1.26,78.34635417,33.11,Gagnef,2026,2.2,0.0004,0.1589,0.953,283.221519,68.8204418,Jang4,0.42968800000000001,3
2176,74,1,1,1,1,disapp,,G47-11,F,S,Tansen 3,Tansen_1617,6692546,1458408,2016,2017,G47-11,4.7282,0.26,1.26,78.34635417,33.11,Gagnef,2026,2.2,0.0004,0.1589,0.953,283.221519,68.8204418,Kyn2,0,3
2177,72,,,0,0,alive,,G135-17,F,S,Tansen 4,Tansen_1718,6694829,1456969,2017,2018,G135-17,4.6217,0.26,1.26,83.8681592,32.36,Gagnef,2026,2.4,0.0005,0.1931,1.0451,284.792966,68.06971928,Nsj1,0.243233,2
2178,72,,,,0,alive,,G156-16,M,S,Tansen 4,Tansen_1718,6694829,1456969,2017,2018,G156-16,4.6217,0.26,1.26,83.8681592,32.36,Gagnef,2026,2.4,0.0005,0.1931,1.0451,284.792966,68.06971928,Sle3,0.29814099999999999,2
2179,68,,,0,0,alive,,G135-17,F,S,Tansen 4,Tansen_1819,6693673,1454071,2018,2019,G135-17,4.5729,0.26,1.29,84.05729167,27.72,Gagnef,2026,2.5,0.0006,0.2231,0.798,285.2244563,66.82916225,Nsj1,0.243233,1
2180,68,,,,0,alive,,G156-16,M,S,Tansen 4,Tansen_1819,6693673,1454071,2018,2019,G156-16,4.5729,0.26,1.29,84.05729167,27.72,Gagnef,2026,2.5,0.0006,0.2231,0.798,285.2244563,66.82916225,Sle3,0.29814099999999999,1
2181,71,,,0,0,alive,,G135-17,F,S,Tansen 4,Tansen_1920,6698426,1457463,2019,2020,,4.4989,0.28,1.28,63.91538462,34.31,Gagnef,2026,2.5,0.0006,0.2293,1.419,281.5454568,69.14939634,Nsj1,0.243233,2
2182,71,,,,0,alive,,G156-16,M,S,Tansen 4,Tansen_1920,6698426,1457463,2019,2020,,4.4989,0.28,1.28,63.91538462,34.31,Gagnef,2026,2.5,0.0006,0.2293,1.419,281.5454568,69.14939634,Sle3,0.29814099999999999,2
2183,75,1,1,1,1,disapp,,G135-17,F,S,Tansen 4,Tansen_2021,6697706,1460510,2020,2021,,4.521,0.29,1.3,75.49242424,39.24,Gagnef,2026,2.6,0.0006,0.2214,1.7258,276.9075942,70.62606255,Nsj1,0.243233,2
2184,75,1,,,1,disapp,,G156-16,M,S,Tansen 4,Tansen_2021,6697706,1460510,2020,2021,,4.521,0.29,1.3,75.49242424,39.24,Gagnef,2026,2.6,0.0006,0.2214,1.7258,276.9075942,70.62606255,Sle3,0.29814099999999999,2
2185,39,,,,,other,natural,D-09-24,M,S,Tennådalen,Tennådalen_0809,6792941,1377638,2008,2009,D-09-24,3.0411,0.23,0.74,84.41666667,1.47,Malung-Sälen,2023,2.4,0.0014,0.5057,0.2881,457.3760703,60.68845894,Gös,0.27917500000000001,1
2186,39,,1,1,1,disapp,,G17-09,F,S,Tennådalen,Tennådalen_0809,6792941,1377638,2008,2009,G17-09,3.0411,0.23,0.74,84.41666667,1.47,Malung-Sälen,2023,2.4,0.0014,0.5057,0.2881,457.3760703,60.68845894,Löv2,0.27612300000000001,1
2187,49,1,1,1,1,disapp,,G33-09,F,S,Tennan,Tennån_0910,6803383,1369715,2009,2010,G33-09,2.5515,0.23,0.69,86.03547209,1.63,Malung-Sälen,2023,2.3,0.0014,0.4938,0.3478,475.5092232,55.3558873,Ack,0.30590800000000001,1
2188,49,1,,,1,disapp,,G40-08,M,S,Tennan,Tennån_0910,6803383,1369715,2009,2010,G40-08,2.5515,0.23,0.69,86.03547209,1.63,Malung-Sälen,2023,2.3,0.0014,0.4938,0.3478,475.5092232,55.3558873,Amä1,0.27050800000000003,1
2189,31,,,0,0,alive,,G9-07,M,S,Tenskog 1,Tenskog_0607,6836723,1468220,2006,2007,G9-07,3.6099,0.22,1,89.23429952,4.03,Rättvik,2031,2.6082,0.0019,0.6873,0.0737,343.255319,63.89445138,Rot1,0.265625,2
2190,31,,,,0,alive,,M-10-01,F,S,Tenskog 1,Tenskog_0607,6836723,1468220,2006,2007,M-10-01,3.6099,0.22,1,89.23429952,4.03,Rättvik,2031,2.6082,0.0019,0.6873,0.0737,343.255319,63.89445138,Vox,0.29296899999999998,2
2191,37,,1,1,1,disapp,,G9-07,M,S,Tenskog 1,Tenskog_0708,6832944,1467338,2007,2008,G9-07,3.6627,0.22,1,82.90821256,4.22,Rättvik,2031,2.4176,0.0025,0.9079,0.0732,333.0224342,61.28638881,Rot1,0.265625,2
2192,37,,,,0,alive,,M-10-01,F,S,Tenskog 1,Tenskog_0708,6832944,1467338,2007,2008,M-10-01,3.6627,0.22,1,82.90821256,4.22,Rättvik,2031,2.4176,0.0025,0.9079,0.0732,333.0224342,61.28638881,Vox,0.29296899999999998,2
2193,39,,,0,0,alive,,M-10-01,F,S,Tenskog 2,Tenskog_0809,6831428,1452776,2008,2009,M-10-01,4.4002,0.27,0.9,85.06467662,3.81,Rättvik,2031,2.4804,0.0029,1.0409,0.0618,410.2979604,90.85262958,Vox,0.29296899999999998,0
2194,39,,,,,alive,,M-10-02,M,S,Tenskog 2,Tenskog_0809,6831428,1452776,2008,2009,M-10-02,4.4002,0.27,0.9,85.06467662,3.81,Rättvik,2031,2.4804,0.0029,1.0409,0.0618,410.2979604,90.85262958,Amu2,0.26074199999999997,0
2195,49,,,0,0,alive,,M-10-01,F,S,Tenskog 2,Tenskog_0910,6826561,1468769,2009,2010,M-10-01,3.5244,0.19,1.03,84.99509804,4.62,Rättvik,2031,2.6188,0.0043,1.5555,0.0275,315.274073,55.37849281,Vox,0.29296899999999998,0
2196,49,,,,,alive,,M-10-02,M,S,Tenskog 2,Tenskog_0910,6826561,1468769,2009,2010,M-10-02,3.5244,0.19,1.03,84.99509804,4.62,Rättvik,2031,2.6188,0.0043,1.5555,0.0275,315.274073,55.37849281,Amu2,0.26074199999999997,0
2197,58,,,0,0,alive,,M-10-01,F,S,Tenskog 2,Tenskog_1011,6835373,1470027,2010,2011,M-10-01,3.6849,0.21,1.03,89.14761905,4.15,Rättvik,2031,2.9657,0.0041,1.4936,0.0725,337.0388836,63.07736501,Vox,0.29296899999999998,1
2198,58,,,,,alive,,M-10-02,M,S,Tenskog 2,Tenskog_1011,6835373,1470027,2010,2011,M-10-02,3.6849,0.21,1.03,89.14761905,4.15,Rättvik,2031,2.9657,0.0041,1.4936,0.0725,337.0388836,63.07736501,Amu2,0.26074199999999997,1
2199,60,,1,1,1,disapp,,M-10-01,F,S,Tenskog 2,Tenskog_1112,6838171,1476229,2011,2012,M-10-01,3.829,0.2,1.08,84.11666667,4.18,Rättvik,2031,2.7925,0.0041,1.4701,0.0589,342.8927266,65.72877862,Vox,0.29296899999999998,1
2200,60,,,,,other,legal,M-10-02,M,S,Tenskog 2,Tenskog_1112,6838171,1476229,2011,2012,M-10-02,3.829,0.2,1.08,84.11666667,4.18,Rättvik,2031,2.7925,0.0041,1.4701,0.0589,342.8927266,65.72877862,Amu2,0.26074199999999997,1
2201,68,,,,0,alive,,G88-17,M,S,Tinäset 1,Tinäset_1819,6689212,1555168,2018,2019,G88-17,2.4555,0.26,1.18,79.47354497,37.3,Heby,331,2.8988,0.0006,0.2347,0.5245,85.89657333,27.91638243,Glm1,0.23142399999999999,0
2202,68,,1,1,1,disapp,,G96-16,F,S,Tinäset 1,Tinäset_1819,6689212,1555168,2018,2019,G96-16,2.4555,0.26,1.18,79.47354497,37.3,Heby,331,2.8988,0.0006,0.2347,0.5245,85.89657333,27.91638243,Bjås3,6.7336999999999994E-2,0
2203,71,,,0,0,alive,,G188-17,F,S,Tinäset 2,Tinäset_1920,6705038,1546115,2019,2020,G188-17,1.8248,0.31,1.41,54.1640625,33.48,Hedemora,2083,2.5952,0.001,0.3671,2.3654,98.68878305,35.78778194,Glm2,0.400426,2
2204,71,,,,0,alive,,G88-17,M,S,Tinäset 2,Tinäset_1920,6705038,1546115,2019,2020,G88-17,1.8248,0.31,1.41,54.1640625,33.48,Hedemora,2083,2.5952,0.001,0.3671,2.3654,98.68878305,35.78778194,Glm1,0.23142399999999999,2
2205,75,,,0,0,alive,,G188-17,F,S,Tinäset 2,Tinäset_2021,6701091,1540413,2020,2021,,2.3761,0.29,1.44,66.705483,29.92,Hedemora,2083,2.448,0.0009,0.3134,1.9478,119.3438181,42.04095563,Glm2,0.400426,2
2206,75,,,,0,alive,,G88-17,M,S,Tinäset 2,Tinäset_2021,6701091,1540413,2020,2021,,2.3761,0.29,1.44,66.705483,29.92,Hedemora,2083,2.448,0.0009,0.3134,1.9478,119.3438181,42.04095563,Glm1,0.23142399999999999,2
2207,83,,1,1,1,disapp,,G188-17,F,S,Tinäset 2,Tinäset_2122,6699444.654,1541221.806,2021,2022,,2.3956,0.28,1.45,76.6025641,30.62,Hedemora,2083,2.1756,0.0006,0.2143,1.6497,118.2568681,41.24205613,Glm2,0.400426,2
2208,83,,,,0,alive,,G88-17,M,S,Tinäset 2,Tinäset_2122,6699444.654,1541221.806,2021,2022,,2.3956,0.28,1.45,76.6025641,30.62,Hedemora,2083,2.1756,0.0006,0.2143,1.6497,118.2568681,41.24205613,Glm1,0.23142399999999999,2
2209,85,,,1,1,disapp,,G88-17,M,S,Tinäset 3,Tinäset_2223,6672115,1551252,2022,2023,,2.9139,0.36,1.16,74.35076923,21.96,Heby,331,1.6865,0.0003,0.1114,0.4262,82.58170978,20.55188368,Glm1,0.23142399999999999,2
2210,85,,,,2,censored,,G41-22,F,S,Tinäset 3,Tinäset_2223,6672115,1551252,2022,2023,,2.9139,0.36,1.16,74.35076923,21.96,Heby,331,1.6865,0.0003,0.1114,0.4262,82.58170978,20.55188368,Igl2,9.9156499999999995E-2,2
2211,85,,,,2,censored,,G22-23,M,S,Tisaren 1,Tisaren_2223,6536552,1468465,2022,2023,,2.7649,0.38,1.39,65.34004449,31.31,Finspång,562,1.6909,0,0,1.3185,120.2328142,30.69834645,Sju4,0.185781,2
2212,85,,1,1,1,disapp,,G12-22,F,S,Tisaren 1,Tisaren_2223,6536552,1468465,2022,2023,,2.7649,0.38,1.39,65.34004449,31.31,Finspång,562,1.6909,0,0,1.3185,120.2328142,30.69834645,Låb2,0.41319299999999998,2
2213,66,,,0,0,alive,,G23-13,M,S,Tiveden 1,Tiveden_1314,6528503,1436760,2013,2014,G23-13,3.0762,0.38,1.41,56.96111111,11.77,Karlsborg,1446,2.9072,0,0,0.9813,142.3187404,33.50641477,SF,0,0
2214,66,,,,0,alive,,G31-13,F,S,Tiveden 1,Tiveden_1314,6528503,1436760,2013,2014,G31-13,3.0762,0.38,1.41,56.96111111,11.77,Karlsborg,1446,2.9072,0,0,0.9813,142.3187404,33.50641477,SF,0,0
2215,68,,1,1,1,disapp,,G23-13,M,S,Tiveden 1,Tiveden_1415,6527953,1436292,2014,2015,G23-13,3.0565,0.38,1.38,62.95355191,11.68,Karlsborg,1446,2.7108,0,0,0.9353,143.2330241,33.65074667,SF,0,0
2216,68,,,,2,censored,,G31-13,F,S,Tiveden 1,Tiveden_1415,6527953,1436292,2014,2015,G31-13,3.0565,0.38,1.38,62.95355191,11.68,Karlsborg,1446,2.7108,0,0,0.9353,143.2330241,33.65074667,SF,0,0
2217,74,,,0,0,alive,,G123-14,M,S,Tiveden 2,Tiveden_1617,6531291,1440424,2016,2017,G123-14,3.1879,0.41,1.5,60.14516129,12.94,Karlsborg,1446,2.4,0,0,1.3069,135.767895,32.15262903,Krp6,0.21412300000000001,0
2218,74,,,,0,alive,,G31-13,F,S,Tiveden 2,Tiveden_1617,6531291,1440424,2016,2017,G31-13,3.1879,0.41,1.5,60.14516129,12.94,Karlsborg,1446,2.4,0,0,1.3069,135.767895,32.15262903,SF,0,0
2219,72,,,0,0,alive,,G123-14,M,S,Tiveden 2,Tiveden_1718,6527206,1437143,2017,2018,G123-14,3.0647,0.37,1.35,77.02339181,11.63,Karlsborg,1446,2.3108,0,0,0.9823,142.1837819,33.94044636,Krp6,0.21412300000000001,0
2220,72,,,,0,alive,,G31-13,F,S,Tiveden 2,Tiveden_1718,6527206,1437143,2017,2018,G31-13,3.0647,0.37,1.35,77.02339181,11.63,Karlsborg,1446,2.3108,0,0,0.9823,142.1837819,33.94044636,SF,0,0
2221,68,,,0,0,alive,,G123-14,M,S,Tiveden 2,Tiveden_1819,6534770,1433121,2018,2019,G123-14,2.8278,0.39,1.4,55.28282828,12.34,Gullspång,1447,2.3024,0,0,0.8542,137.7105035,34.27019486,Krp6,0.21412300000000001,0
2222,68,,,,0,alive,,G31-13,F,S,Tiveden 2,Tiveden_1819,6534770,1433121,2018,2019,G31-13,2.8278,0.39,1.4,55.28282828,12.34,Gullspång,1447,2.3024,0,0,0.8542,137.7105035,34.27019486,SF,0,0
2223,71,,1,1,1,disapp,,G123-14,M,S,Tiveden 2,Tiveden_1920,6531770,1434196,2019,2020,G123-14,2.9571,0.39,1.41,55.86388889,12.15,Karlsborg,1446,2.3016,0,0,0.8804,141.8236084,33.25644867,Krp6,0.21412300000000001,1
2224,71,,,,0,alive,,G31-13,F,S,Tiveden 2,Tiveden_1920,6531770,1434196,2019,2020,G31-13,2.9571,0.39,1.41,55.86388889,12.15,Karlsborg,1446,2.3016,0,0,0.8804,141.8236084,33.25644867,SF,0,1
