RovbaseID,DNAID,Art,Dødsårsak,"Dødsårsak, annet",Dødsdato,Usikker dødsdato,Dødstidspunkt,Alder på dødt individ,Aldersklasse verifisert SVA,Yngling,Kjønn,"Alder, vurdert","Alder, verifisert","Alder, verifisert av",Helvekt,Slaktevekt,CITES-nummer,Kontroll av fellingsted,Vevsprøve tatt,Observasjons/Jaktdato,Kontrollstatus,Vurdering,Microchip,Funnsted,Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Individ,SVAID,Länsstyrelsens nr,Kommunenummer,Kommune,Fylkenummer,Fylke
M493132,D466562,Varg,Licensjakt,,2017.01.07,Nej,11:30,Vuxen,Ja,Nej,Okänt,2,2,SVA,"44,00","36,00",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,00077589EB,,6623492,430133,6626637,1384839,RT90,Mycket bra,UI405694 G31-16 +,V2017-0109,,2-1780,Karlstad (S),2-17,Värmlands län (S)
M493133,D466563,Varg,Licensjakt,,2017.01.07,Nej,12:15,Vuxen,Ja,Nej,Hona,1,1,SVA,"36,60","29,50",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,0007756642,,6625921,429115,6629080,1383851,RT90,Mycket bra,UI406135 G146-16 +,V2017-0107,,2-1780,Karlstad (S),2-17,Värmlands län (S)
M493134,D466564,Varg,Licensjakt,,2017.01.07,Nej,14:42,Vuxen,Ja,Nej,Okänt,2,2,SVA,"41,50","0,00",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,00072EEE07,,6627758,446778,6630702,1401543,RT90,Mycket bra,UI405713 G50-16 +,V2017-0113,,2-1782,Filipstad (S),2-17,Värmlands län (S)
M493135,D466565,Varg,Licensjakt,,2017.01.07,Nej,,Unge,Ja,Nej,Hona,0,0,SVA,"29,00","0,00",,Nej,Ja,2017.01.07,Laboratorium,Dokumenterad,00072ED8B3,Sanågropen,6787428,565526,6788973,1522289,WGS84-UTM Zon 33,Exakt,UI406044 G128-16 +,V2017-0053,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
M493136,D466566,Varg,Licensjakt,,2017.01.07,Nej,,Vuxen,Ja,Nej,Hona,1,1,SVA,"34,00","0,00",,Nej,Ja,2017.01.07,Laboratorium,Dokumenterad,000775820C,Dammtjärn,6782837,565955,6784376,1522662,WGS84-UTM Zon 33,Mindre bra,UI405816 G100-16 +,V2017-0049,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
M493137,D466567,Varg,Licensjakt,,2017.01.07,Nej,,Unge,Ja,Nej,Hona,0,0,SVA,"26,00","0,00",,Nej,Ja,2017.01.07,Laboratorium,Dokumenterad,00072EFDD8,,6605188,466019,6607889,1420518,WGS84-UTM Zon 33,Mindre bra,UI406221 G37-17 +,V2017-0057,S-01-08-17,2-1782,Filipstad (S),2-17,Värmlands län (S)
M493138,D466575,Varg,Licensjakt,,2017.01.07,Nej,09:50,Unge,Ja,Ja,Hona,0,0,SVA,"27,50","0,00",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,00078EE07C,Macklamyran,6685608,478991,6688182,1434475,SWEREF99 TM,Exakt,UI406047 G131-16 +,V2017-0028,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
M493139,D466577,Varg,Licensjakt,,2017.01.07,Nej,09:50,Unge,Ja,Ja,Okänt,0,0,SVA,"31,40","0,00",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,00078ED8CF,Macklamyran,6685626,479021,6688200,1434505,SWEREF99 TM,Exakt,UI406046 G130-16 +,V2016-0027,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
M493140,D466578,Varg,Licensjakt,,2017.01.07,Nej,13:40,Unge,Nej,Ja,Hona,,,,"25,30","0,00",,Ja,Ja,2017.01.07,Laboratorium,Dokumenterad,00078EFE48,Fagerberget,6693002,478815,6695581,1434389,SWEREF99 TM,Exakt,UI406052 G136-16 +,V2017-0029,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
M493144,D466593,Varg,Skyddsjakt,,2017.01.07,Nej,,Vuxen,Ja,Nej,Hona,4,4,SVA,"33,80","0,00",,Ja,Nej,2017.01.07,Laboratorium,Dokumenterad,,,6619181,421759,6622426,1376409,WGS84-UTM Zon 33,Mindre bra,UI405129 G87-15 +,V2017-0116,,2-1763,Forshaga (S),2-17,Värmlands län (S)
M493163,D466729,Varg,Skyddsjakt,,2017.01.07,Nej,12:52,Vuxen,Ja,Nej,Hona,1,1,SVA,"29,00","0,00",,Nej,Nej,2017.01.07,Laboratorium,Dokumenterad,,Gimdalen,6969125,535237,6971101,1494250,RT90,Exakt,UI406121 G140-16 +,V2017-0169,,2-2305,Bräcke (S),2-23,Jämtlands län (S)
M493141,D466580,Varg,Licensjakt,,2017.01.08,Nej,,Unge,Ja,Nej,Hona,0,0,SVA,"22,00","0,00",,Ja,Ja,2017.01.08,Laboratorium,Dokumenterad,00072ECA21,,6597188,466244,6599884,1420646,SWEREF99 TM,Mycket bra,UI406125 G142-16 +,V2017-0059,T-01-09-17,2-1883,Karlskoga (S),2-18,Örebro län (S)
M493161,D466715,Varg,Skyddsjakt,,2017.01.08,Nej,12:17,Vuxen,Ja,Nej,Hane,2,2,SVA,"47,00","0,00",,Nej,Nej,2017.01.08,Laboratorium,Dokumenterad,,,6969220,539637,6971141,1498653,RT90,Exakt,UI404818 G130-14 +,V2017-0168,,2-2305,Bräcke (S),2-23,Jämtlands län (S)
M493146,D466630,Varg,Skyddsjakt,,2017.01.09,Nej,09:48,Vuxen,Ja,Nej,Hane,1,1,SVA,"45,80","0,00",,Nej,Nej,2017.01.09,Laboratorium,Dokumenterad,,Hammarsjön,6986391,411463,6989925,1370647,WGS84-UTM Zon 33,Exakt,UI406228 G51-17 +,V2017-0170,,2-2326,Berg (S),2-23,Jämtlands län (S)
M493166,D466740,Varg,Jakt - Kula,,2017.01.11,Nej,11:50,Vuxen,Nej,Nej,Hane,1,1,NINA,"50,00","0,00",,Ja,Ja,2017.01.11,Laboratorium,Dokumenterad,578098100346493,Endelausmyrene,6777343,282650,6782374,1239166,WGS84-UTM Zon 32,Mindre bra,UI405609 G159-15 V584 +,,,1-3411,Ringsaker (N),1-34,Innlandet (N)
M493260,D467937,Varg,Jakt - Kula,,2017.02.07,Nej,12:00,Vuxen,Nej,Nej,Hona,1,1,NINA,"29,00","0,00",,Ja,Ja,2017.02.07,Laboratorium,Dokumenterad,578098100344419,Grønlia,6727343,308339,6732028,1264254,WGS84-UTM Zon 32,Mindre bra,UI406072 G158-16 V641 +,,,1-3413,Stange (N),1-34,Innlandet (N)
M493376,D468339,Varg,Licensjakt,,2017.02.15,Nej,16:53,Vuxen,Ja,Nej,Hona,3,3,SVA,"31,80","0,00",,Ja,Ja,2017.02.15,Laboratorium,Dokumenterad,00077577DA,Håvberget,6682897,477677,6685487,1433127,RT90,Exakt,UI405801 G98-16 +,V2017-0933,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
M493455,D468740,Varg,Jakt - Kula,,2017.02.26,Nej,17:20,Vuxen,Nej,Nej,Hona,1,1,NINA,"32,20","0,00",,Ja,Ja,2017.02.26,Laboratorium,Dokumenterad,578098100341702,Storsjølia,6839290,297814,6844169,1255106,WGS84-UTM Zon 32,Mindre bra,UI406139 G159-16 V643 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M493456,D468741,Varg,Jakt - Kula,,2017.02.26,Nej,17:20,Vuxen,Nej,Nej,Hane,1,1,NINA,"41,10","0,00",,Ja,Ja,2017.02.26,Laboratorium,Dokumenterad,578098100341770,Storsjølia,6839258,297773,6844137,1255064,WGS84-UTM Zon 33,Mindre bra,UI406239 G121-17 V666 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M493519,D468960,Varg,Skyddsjakt,,2017.03.02,Nej,12:17,Vuxen,Ja,Nej,Hane,1,1,SVA,"40,00","0,00",,Nej,Nej,2017.03.02,Laboratorium,Dokumenterad,,Sjuggulåsen,6898703,476902,6901383,1435016,SWEREF99 TM,Exakt,UI406144 G149-16 +,V2017-1137,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M493657,D470029,Varg,Jakt - Kula,,2017.03.23,Nej,06:13,Vuxen,Nej,Nej,Hane,1,1,NINA,"29,70","0,00",,Ja,Ja,2017.03.23,Laboratorium,Dokumenterad,578098100346118,Messelt,6818969,289447,6823940,1246481,WGS84-UTM Zon 32,Mindre bra,UI406141 G161-16 V646 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M493682,D470406,Varg,Jakt - Kula,,2017.03.31,Nej,14:05,Vuxen,Nej,Nej,Hona,1,1,NINA,"30,00","0,00",,Ja,Ja,2017.03.31,Laboratorium,Dokumenterad,578098100346069,Prestmarka,6730725,304771,6735456,1260726,WGS84-UTM Zon 32,Mindre bra,UI407909 G157-17 V689 +,,,1-3413,Stange (N),1-34,Innlandet (N)
M493689,D470668,Varg,Skyddsjakt,,2017.04.09,Nej,17:41,Vuxen,Ja,Nej,Okänt,1,1,SVA,"35,70","0,00",,Nej,Ja,2017.04.09,Laboratorium,Dokumenterad,,Skarsfjället,6962900,361393,6967051,1320259,SWEREF99 TM,Exakt,UI406226 G42-17 +,V2017-1446,,2-2326,Berg (S),2-23,Jämtlands län (S)
M493701,D470783,Varg,Skyddsjakt,,2017.04.17,Nej,11:35,Unge,Ja,Nej,Hona,0,0,SVA,"29,30","0,00",,Nej,Ja,2017.04.17,Laboratorium,Dokumenterad,,Nykölen,6871624,427323,6874911,1385080,SWEREF99 TM,Exakt,UI408018 G162-17 +,V2017-1455,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M493716,D471108,Varg,Skyddsjakt,,2017.04.21,Nej,15:26,Vuxen,Nej,Nej,Hona,1,1,NINA,"32,50","0,00",,Nej,Ja,2017.04.21,Laboratorium,Dokumenterad,578098100344428,Søndre Bjørnberget,6881212,334029,6885663,1291861,WGS84-UTM Zon 32,Mindre bra,UI406151 G164-16 V649 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M493954,D473068,Varg,Skyddsjakt,,2017.06.04,Nej,20:30,Vuxen,Ja,Nej,Hona,1,1,SVA,"37,00","0,00",,Nej,Nej,2017.06.04,Laboratorium,Dokumenterad,,Södra Ämterud,6643779,349807,6647912,1304722,WGS84-UTM Zon 33,Mindre bra,UI406057 G155-16 V637 +,V2017-1727,,2-1730,Eda (S),2-17,Värmlands län (S)
M493973,D473374,Varg,Skyddsjakt,,2017.06.19,Nej,22:15,Vuxen,Nej,Nej,Hane,1,1,NINA,"35,00","0,00",,Ja,Ja,2017.06.19,Laboratorium,Dokumenterad,578098100345151,Åsdalen,6838951,260890,6844288,1218155,WGS84-UTM Zon 32,Mindre bra,UI406142 G162-16 V647 +,,,1-3439,Ringebu (N),1-34,Innlandet (N)
M494154,D474139,Varg,Skyddsjakt,,2017.08.07,Nej,05:00,Vuxen,Nej,Nej,Hona,1,1,NINA,"34,40","0,00",,Ja,Ja,2017.08.07,Laboratorium,Dokumenterad,578098100344789,Grønsjøen,6714789,271720,6719917,1227459,WGS84-UTM Zon 32,Mindre bra,UI407532 G138-17 V691 +,,,1-3442,Østre Toten (N),1-34,Innlandet (N)
M494435,D476779,Varg,Skyddsjakt,,2017.09.30,Nej,13:48,Vuxen,Ja,Nej,Hane,2,2,SVA,"53,00","0,00",,Nej,Nej,2017.09.30,Laboratorium,Dokumenterad,,Gråberget,6920774,450328,6923794,1408707,SWEREF99 TM,Exakt,UI405733 G77-16 V612 +,V2017-2685,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M494436,D476785,Varg,Skyddsjakt,,2017.09.30,Nej,13:55,Vuxen,Ja,Nej,Hona,1,1,SVA,"30,00","0,00",,Nej,Nej,2017.09.30,Laboratorium,Dokumenterad,,Gråberget,6920869,451763,6923871,1410143,SWEREF99 TM,Exakt,UI406157 G181-16 V658 +,V2017-2686,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M494439,D477005,Varg,Jakt - Kula,,2017.10.04,Nej,12:30,Vuxen,Nej,Nej,Hane,1,1,NINA,"51,00","0,00",,Ja,Ja,2017.10.04,Laboratorium,Dokumenterad,578098100346655,Gaukilsjøen,6722930,303023,6727679,1258881,WGS84-UTM Zon 32,Mindre bra,UI406478 G98-17 V715 +,,,1-3413,Stange (N),1-34,Innlandet (N)
M494469,D477387,Varg,Skyddsjakt,,2017.10.10,Nej,11:45,Vuxen,Ja,Nej,Hane,1,1,SVA,"48,70","0,00",,Ja,Nej,2017.10.10,Laboratorium,Dokumenterad,,,6615367,689200,6615360,1643883,RT90,Exakt,UI406055 G153-16 V635 +,V2017-2675,,2-0115,Vallentuna (S),2-01,Stockholms län (S)
M494482,D478177,Varg,Jakt - Kula,,2017.10.25,Nej,14:11,Vuxen,Nej,Nej,Hona,1,1,NINA,"32,60","0,00",,Ja,Ja,2017.10.25,Laboratorium,Dokumenterad,578098100344834,Langmoveien,6841430,291136,6846392,1248450,WGS84-UTM Zon 32,Mindre bra,UI405961 G125-16 V716 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M494483,D478180,Varg,Jakt - Kula,,2017.10.25,Nej,14:15,Vuxen,Nej,Nej,Hane,1,1,NINA,"43,50","0,00",,Ja,Ja,2017.10.25,Laboratorium,Dokumenterad,578098100343684,Langmoveien,6841430,291136,6846392,1248450,WGS84-UTM Zon 32,Mindre bra,UI406290 G61-17 V713 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M494485,D478212,Varg,Jakt - Kula,,2017.10.28,Nej,16:10,Vuxen,Nej,Nej,Hane,1,1,NINA,"42,00","0,00",,Nej,Nej,2017.10.28,Laboratorium,Dokumenterad,578098100340983,Kløvstadsetra,6785718,296748,6790580,1253376,WGS84-UTM Zon 32,Mindre bra,UI408121 G156-17 V714 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M494493,D478222,Varg,Jakt - Kula,,2017.10.29,Nej,16:00,Vuxen,Nej,Nej,Hona,1,1,NINA,"34,50","0,00",,Ja,Ja,2017.10.29,Laboratorium,Dokumenterad,578098100346052,Heggeriset,6841930,342431,6846257,1299779,WGS84-UTM Zon 33,Mindre bra,UI406154 G178-16 V655 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M494566,D479790,Varg,Skyddsjakt,,2017.11.13,Nej,,Vuxen,Ja,Nej,Hane,2,2,SVA,"43,00","0,00",,Nej,Nej,2017.11.13,Laboratorium,Dokumenterad,,Vingåker kommun,6546649,559486,6548199,1513308,RT90,Mindre bra,UI407531 G137-17 +,V2017-2901,,2-0428,Vingåker (S),2-04,Södermanlands län (S)
M494562,D479584,Varg,Skyddsjakt,,2017.11.15,Nej,,Unge,Nej,Nej,Hane,,,,"37,90","0,00",,Nej,Nej,2017.11.15,Laboratorium,Dokumenterad,,Humsjön,6631908,380622,6635660,1335408,RT90,Mycket bra,UI408610 G278-17 +,V2017-3018,,2-1784,Arvika (S),2-17,Värmlands län (S)
M494574,D479928,Varg,Skyddsjakt,,2017.11.20,Nej,,Unge,Nej,Ja,Hane,,,,"27,30","0,00",,Nej,Ja,2017.11.20,Laboratorium,Dokumenterad,,Skyddsjaktsområde Dnr 218-6555-2017,6554680,570596,6556098,1524518,RT90,Mindre bra,UI408385 G240-17 +,V2017-2975,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494581,D480211,Varg,Skyddsjakt,,2017.11.21,Nej,,Vuxen,Ja,Nej,Hona,1,1,SVA,"35,00","0,00",,Nej,Nej,2017.11.21,Laboratorium,Dokumenterad,,Jonassjön,6853193,359738,6857311,1317235,SWEREF99 TM,Exakt,UI407826 G146-17 +,V2017-2989,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M494582,D480212,Varg,Skyddsjakt,,2017.11.21,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"35,00","0,00",,Nej,Nej,2017.11.21,Laboratorium,Dokumenterad,,Storbo,6858058,360530,6862168,1318088,SWEREF99 TM,Exakt,UI406198 G29-17 +,V2017-2988,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M494576,D480122,Varg,Skyddsjakt,,2017.11.23,Nej,12:30,Unge,Nej,Nej,Hane,"35,0",,,"0,00","0,00",,Nej,Nej,2017.11.23,Laboratorium,Dokumenterad,Skinn 000775836E,Gråsjön,6625412,387744,6629074,1342454,WGS84-UTM Zon 33,Mindre bra,UI408363 G228-17 +,V2017-3017,,2-1766,Sunne (S),2-17,Värmlands län (S)
M494586,D480344,Varg,Skyddsjakt,,2017.12.03,Nej,13:05,Unge,Nej,Nej,Hona,,,,"31,50","0,00",,Ja,Nej,2017.12.03,Laboratorium,Dokumenterad,,Södra Baksjön,6624383,379566,6628144,1334260,RT90,Exakt,UI408373 G224-17 +,V2017-3075,,2-1784,Arvika (S),2-17,Värmlands län (S)
M494590,D480405,Varg,Skyddsjakt,,2017.12.04,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"42,00","0,00",,Nej,Nej,2017.12.04,Laboratorium,Dokumenterad,,Morvallen,6865691,404713,6869256,1362386,RT90,Mindre bra,UI406298 G69-17 +,V2017-3040,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M494618,D480733,Varg,Skyddsjakt,,2017.12.12,Nej,13:30,Unge,Nej,Nej,Hane,0,,,"38,00","0,00",,Nej,Nej,2017.12.12,Laboratorium,Dokumenterad,,"Aborrtjärn, Åmot",6622532,381963,6626263,1336636,RT90,Mycket bra,UI408135 G207-17 +,V2017-3074,,2-1784,Arvika (S),2-17,Värmlands län (S)
M494619,D480909,Varg,Skyddsjakt,,2017.12.13,Nej,,Unge,Nej,Nej,Hane,0,,,"29,20","0,00",,Ja,Ja,2017.12.13,Laboratorium,Dokumenterad,,,6555443,570654,6556860,1524586,WGS84-UTM Zon 33,Mindre bra,UI408111 G200-17 +,V2017-3065,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494620,D480911,Varg,Skyddsjakt,,2017.12.14,Nej,,Vuxen,Ja,Nej,Hona,2,2,SVA,"31,90","0,00",,Nej,Nej,2017.12.14,Laboratorium,Dokumenterad,,,6555006,571421,6556414,1525348,WGS84-UTM Zon 33,Mindre bra,UI406414 G74-17 +,V2017-3066,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494621,D480913,Varg,Skyddsjakt,,2017.12.14,Nej,,Unge,Nej,Nej,Hane,0,,,"24,10","0,00",,Ja,Ja,2017.12.14,Laboratorium,Dokumenterad,,,6554833,570899,6556247,1524823,RT90,Mindre bra,UI408080 G184-17 +,V2017-3064,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494625,D481001,Varg,Skyddsjakt,,2017.12.15,Nej,,Unge,Nej,Nej,Hane,,,,"26,00","0,00",,Ja,Ja,2017.12.15,Laboratorium,Dokumenterad,,,6554517,570857,6555932,1524778,WGS84-UTM Zon 33,Mindre bra,UI408384 G241-17 +,V2017-3068,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494624,D480993,Varg,Skyddsjakt,,2017.12.16,Nej,,Unge,Nej,Nej,Hane,,,,"27,00","0,00",,Ja,Ja,2017.12.16,Laboratorium,Dokumenterad,,,6554472,571528,6555878,1525448,WGS84-UTM Zon 33,Mindre bra,UI408715 G318-17 +,V2017-3069,,2-0483,Katrineholm (S),2-04,Södermanlands län (S)
M494632,D481285,Varg,Jakt - Kula,,2018.01.01,Nej,13:00,Unge,Nej,Ja,Hona,0,0,NINA,"26,50","0,00",,Ja,Ja,2018.01.01,Laboratorium,Dokumenterad,578098100343209,Storsjølia,6826490,298229,6831356,1255362,WGS84-UTM Zon 32,Mindre bra,UI408355 G306-17 V721 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494633,D481286,Varg,Jakt - Kula,,2018.01.01,Nej,15:10,Unge,Nej,Ja,Hane,0,0,NINA,"36,30","0,00",,Ja,Ja,2018.01.01,Laboratorium,Dokumenterad,578098100345446,Storsjølia,6823876,299560,6828725,1256661,WGS84-UTM Zon 32,Mindre bra,UI408356 G307-17 V722 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494640,D481310,Varg,Jakt - Kula,,2018.01.02,Nej,12:00,Vuxen,Nej,Nej,Hane,7,7,NINA,"51,50","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,578098100347100,Storsjølia,6810792,304320,6815574,1261262,WGS84-UTM Zon 32,Mindre bra,UI401969 G95-10 V351 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M494634,D481296,Varg,Licensjakt,,2018.01.02,Nej,11:40,Vuxen,Ja,Nej,Hane,9,9,SVA,"50,00","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,0007B34DC9,Rölö,6618174,553242,6619820,1507929,RT90,Mindre bra,UI040099 G84-11 +,V2018-0008,,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
M494635,D481299,Varg,Licensjakt,,2018.01.02,Nej,11:50,Vuxen,Ja,Nej,Hane,3,3,SVA,"44,60","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,00078EEAEB,Stömmarn,6868084,537249,6870003,1495003,RT90,Mycket bra,UI406131 G144-16 +,V2018-0011,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M494637,D481304,Varg,Licensjakt,,2018.01.02,Nej,14:10,Vuxen,Ja,Nej,Hane,2,2,SVA,"43,50","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,00078E2860,Saxänden,6657412,516324,6659520,1471477,SWEREF99 TM,Exakt,UI405366 G126-15 +,V2018-0005,2018W002FP,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
M494638,D481308,Varg,Licensjakt,,2018.01.02,Nej,10:15,Vuxen,Ja,Nej,Hane,1,1,SVA,"42,00","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,0007757c3c, Norr omLoffstrandsätern,6679868,401558,6683387,1356939,RT90,Exakt,UI406249 G57-17 +,V2018-0032,,2-1737,Torsby (S),2-17,Värmlands län (S)
M494639,D481309,Varg,Licensjakt,,2018.01.02,Nej,13:50,Vuxen,Ja,Nej,Hona,2,2,SVA,"37,00","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,000775746A,Hålsjön,6683428,401250,6686952,1356675,RT90,Exakt,UI408128 G204-17 +,V2018-0033,,2-1737,Torsby (S),2-17,Värmlands län (S)
M494641,D481318,Varg,Licensjakt,,2018.01.02,Nej,14:27,Unge,Ja,Nej,Hane,0,0,SVA,"36,40","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,00072ebe21,"Läcktorp, Björsjö",6652751,517974,6654838,1473071,WGS84-UTM Zon 33,Exakt,UI408735 G10-18 +,V2018-0007,,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
M494642,D481326,Varg,Licensjakt,,2018.01.02,Nej,15:45,Vuxen,Ja,Nej,Hona,4,4,SVA,"38,20","0,00",,Ja,Ja,2018.01.02,Laboratorium,Dokumenterad,00078F1EAF,Munkmossen,6652426,520314,6654484,1475407,SWEREF99 TM,Exakt,UI404115 G74-14 +,V2018-0006,,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
M494646,D481408,Varg,Jakt - Kula,,2018.01.03,Nej,13:30,Vuxen,Nej,Nej,Hane,1,1,NINA,"0,00","0,00",,Ja,Ja,2018.01.03,Laboratorium,Dokumenterad,578098100338210,Renåfallet,6844743,302535,6849566,1259897,WGS84-UTM Zon 32,Mindre bra,UI406156 G180-16 V657 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494647,D481409,Varg,Jakt - Kula,,2018.01.03,Nej,11:35,Unge,Nej,Nej,Hona,0,0,NINA,"40,40","0,00",,Ja,Ja,2018.01.03,Laboratorium,Dokumenterad,579098100347113,Rønningslia,6844351,303247,6849166,1260604,WGS84-UTM Zon 32,Mindre bra,UI407922 G285-17 V695 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494648,D481410,Varg,Jakt - Kula,,2018.01.03,Nej,11:51,Vuxen,Nej,Nej,Hona,1,1,NINA,"34,20","0,00",,Ja,Ja,2018.01.03,Laboratorium,Dokumenterad,578098100345791,Renålia,6844468,303007,6849285,1260366,WGS84-UTM Zon 32,Mindre bra,UI406158 G182-16 V659 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494649,D481411,Varg,Jakt - Kula,,2018.01.03,Nej,15:20,Vuxen,Nej,Nej,Hane,4,4,NINA,"50,80","0,00",,Ja,Ja,2018.01.03,Laboratorium,Dokumenterad,578098100345903,Vamma,6839937,302711,6844755,1260013,WGS84-UTM Zon 32,Mindre bra,UI404752 G155-14 V530 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M494650,D481422,Varg,Licensjakt,,2018.01.03,Nej,13:00,Vuxen,Ja,Nej,Hona,2,2,SVA,"28,80","0,00",,Nej,Nej,2018.01.03,Laboratorium,Dokumenterad,,Akinvallsberget,6877050,536979,6878975,1494844,RT90,Mycket bra,UI408581 G255-17 +,V2018-0012,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M494654,D481439,Varg,Jakt - Kula,,2018.01.04,Nej,15:15,Vuxen,Nej,Nej,Hona,1,1,NINA,"39,00","0,00",,Ja,Ja,2018.01.04,Laboratorium,Dokumenterad,578098100346167,Deset,6801905,312552,6806580,1269388,WGS84-UTM Zon 32,Mindre bra,UI406155 G179-16 V656 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M494651,D481431,Varg,Licensjakt,,2018.01.04,Nej,11:13,Vuxen,Ja,Nej,Hane,3,3,SVA,"48,80","0,00",,Ja,Ja,2018.01.04,Laboratorium,Dokumenterad,00078EEAE9,Talltorp,6650767,514473,6652896,1469544,SWEREF99 TM,Exakt,UI406200 G8-17 +,V2018-0014,2018W003FP,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
M494652,D481432,Varg,Licensjakt,,2018.01.04,Nej,11:58,Vuxen,Ja,Nej,Hona,3,3,SVA,"39,00","0,00",,Ja,Ja,2018.01.04,Laboratorium,Dokumenterad,00078EB712,Tall,6650767,514504,6652895,1469575,SWEREF99 TM,Exakt,UI406186 G16-17 +,V2018-0013,2018W004FP,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
M494658,D481463,Varg,Jakt - Kula,,2018.01.05,Nej,12:45,Vuxen,Nej,Nej,Hona,2,2,NINA,"36,60","0,00",,Ja,Ja,2018.01.05,Laboratorium,Dokumenterad,578098100342604,Evenstadlia,6816708,292456,6821640,1249464,WGS84-UTM Zon 32,Mindre bra,UI405607 G157-15 V582 +,,,1-3423,Stor-Elvdal (N),1-34,Innlandet (N)
M494659,D481464,Varg,Jakt - Kula,,2018.01.05,Nej,16:10,Unge,Nej,Nej,Hane,0,0,NINA,"29,60","0,00",,Ja,Ja,2018.01.05,Laboratorium,Dokumenterad,578098100346866,Storsjølia,6813955,302850,6818757,1259831,WGS84-UTM Zon 32,Mindre bra,UI408354 G305-17 V720 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M494660,D481465,Varg,Jakt - Kula,,2018.01.05,Nej,12:30,Unge,Nej,Nej,Hona,0,0,NINA,"32,50","0,00",,Ja,Ja,2018.01.05,Laboratorium,Dokumenterad,578098100345036,Tørråsen,6841674,303383,6846485,1260707,WGS84-UTM Zon 32,Mindre bra,UI408361 G290-17 V700 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
