HändelseID,Individ,Fynddatum,Undersökt,Undersökt datum,Datum mottaget,Skada på,Ange vad som skadats,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Antal döda körren,Antal avlivade körren,Antal skadade körren,Antal saknade körren,Skadeomfattning antal (inte djur),Skadeorsak,Ange skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Visa publikt,Uppgifterna tillgängliga från,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
V480167,,2011.08.25,Ja,2011.08.25,,Får,,Annan,Kött/Korsning,2011.08.25,2011.08.25,Nej,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-2183,Vallsta,6821548,571363,6823031,1528550,RT90,Mindre bra,2011.08.25,Nej,,Ja,2017.12.14,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
V480168,,2011.09.29,Ja,2011.09.30,,Får,,Annan,kött,2011.09.29,2011.09.29,Nej,1,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1983,Tängsta,6607837,557001,6609435,1511563,RT90,Mindre bra,2011.09.30,Nej,,Ja,2017.12.14,,2-1983,Köping (S),2-19,Västmanlands län (S)
V480173,,2012.05.21,Ja,2012.05.21,,Får,,,,2012.05.21,2012.05.21,Nej,4,0,0,4,4,0,0,0,2,0,0,2,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0382,Skållbo,6692026,664709,6692330,1620323,RT90,Mindre bra,2012.05.21,Nej,,Ja,2017.12.14,,2-0382,Östhammar (S),2-03,Uppsala län (S)
V480186,,2013.07.21,Ja,2013.07.21,,Får,,,,2013.07.20,2013.07.21,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0862,Yggesryd,6292419,528099,6294264,1478879,RT90,Mindre bra,2013.07.21,Nej,,Ja,2017.12.14,,2-0862,Emmaboda (S),2-08,Kalmar län (S)
V480187,,2013.08.04,Ja,2013.08.04,,Får,,Annan,Texelkorsning,2013.08.03,2013.08.04,Nej,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1266,Satsarp,6182670,420868,6185727,1370320,RT90,Mindre bra,2013.08.04,Nej,,Ja,2017.12.14,,2-1266,Hörby (S),2-12,Skåne län (S)
V480189,,2013.08.31,Ja,2013.09.01,,Nöt,,Annan,Mjölras för köttproduktion,2013.08.30,2013.08.31,Nej,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1884,Ås,6597878,499219,6600174,1453642,RT90,Mindre bra,2013.09.01,Nej,,Ja,2017.12.14,,2-1884,Nora (S),2-18,Örebro län (S)
V480196,,2014.08.23,Ja,2014.08.25,,Får,,Annan,Gotländska Pälsfår,2014.08.22,2014.08.23,Nej,7,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1462,Hjärtum,6455003,329906,6459274,1282529,RT90,Mindre bra,2014.08.25,Nej,,Ja,2017.12.14,,2-1462,LillaEdet (S),2-14,Västra Götalands län (S)
V480198,,2014.10.07,Ja,2014.10.07,,Får,,Annan,Dalapäls,2014.10.06,2014.10.07,Nej,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1904,Grisnäs,6626567,536433,6628420,1491217,RT90,Mindre bra,2014.10.07,Nej,,Ja,2017.12.14,,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
V480336,,2015.09.02,Ja,2015.09.03,,Får,,,,2015.09.02,2015.09.02,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Letsberg,6866361,547652,6868150,1505387,RT90,Mindre bra,2015.09.03,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480337,,2015.09.04,Ja,2015.09.04,,Får,,,,2015.09.03,2015.09.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Störsbäcken,6864663,545433,6866480,1503147,RT90,Mindre bra,2015.09.04,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480338,,2015.09.07,Ja,2015.09.07,,Får,,Annan,Lantras,2015.09.06,2015.09.06,Nej,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2121,Grängsbo,6800243,549082,6801995,1505999,RT90,Mindre bra,2015.09.07,Nej,,Ja,2017.12.14,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V480343,,2015.09.11,Ja,2015.09.11,,Får,,Annan,Skruvhornsfår,2015.09.08,2015.09.11,Nej,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1435,Koxeröd/Tränget,6523613,309157,6528173,1262593,RT90,Mindre bra,2015.09.11,Nej,,Ja,2017.12.14,,2-1435,Tanum (S),2-14,Västra Götalands län (S)
V480363,,2015.12.20,Ja,2015.12.20,,Får,,Annan,Blanras,2015.12.19,2015.12.20,Nej,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2085,Hörken,6678538,485043,6681036,1440443,RT90,Mindre bra,2015.12.20,Nej,,Ja,2017.12.14,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
V480522,,2015.06.18,Ja,2015.06.19,,Får,,,,2015.06.14,2015.06.16,Nej,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1080,Sandhamn,6216614,553309,6218139,1503208,RT90,Mindre bra,2015.06.19,Nej,,Ja,2017.12.14,,2-1080,Karlskrona (S),2-10,Blekinge län (S)
V480525,,2015.06.12,Ja,2015.06.12,,Får,,Annan,Lester+bland,2015.06.11,2015.06.12,Nej,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1814,Västanby,6560108,490736,6562493,1444698,RT90,Mindre bra,2015.06.12,Nej,,Ja,2017.12.14,,2-1814,Lekeberg (S),2-18,Örebro län (S)
V480530,,2015.07.15,Ja,2015.07.15,,Får,,Annan,Korsning finull,2015.07.14,2015.07.15,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1380,"Hertered, Simlångsdalen",6288670,380793,6292248,1331467,RT90,Mindre bra,2015.07.15,Nej,,Ja,2017.12.14,,2-1380,Halmstad (S),2-13,Hallands län (S)
V480531,,2015.07.14,Ja,2015.07.15,,Nöt,,Annan,Kött,2015.07.13,2015.07.14,Nej,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1783,Näs,6674006,417000,6677334,1372317,RT90,Mindre bra,2015.07.15,Nej,,Ja,2017.12.14,,2-1783,Hagfors (S),2-17,Värmlands län (S)
V480533,,2015.08.12,Ja,2015.08.12,,Får,,Annan,Gotlandsfår pälsfår,2015.08.11,2015.08.12,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0125,Almnäset,6575765,658322,6576127,1612520,RT90,Mindre bra,2015.08.12,Nej,,Ja,2017.12.14,,2-0125,Ekerö (S),2-01,Stockholms län (S)
V480534,,2015.08.11,Ja,2015.08.12,,Får,,Annan,Vet ej,2015.08.10,2015.08.11,Nej,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1438,Ulvön Nössemark,6555380,316002,6559875,1269825,RT90,Mindre bra,2015.08.12,Nej,,Ja,2017.12.14,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
V480536,,2015.06.19,Ja,2015.06.25,,Får,,Annan,Texel,2015.06.17,2015.06.19,Nej,8,0,3,0,7,0,0,0,12,0,5,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Molstaberg,6550446,636473,6551067,1590360,RT90,Mindre bra,2015.06.25,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480537,,2015.06.17,Ja,2015.06.17,,Får,,Annan,Gotlandsfår,2015.06.16,2015.06.17,Nej,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0125,Stenby,6584554,643828,6585093,1598129,RT90,Mindre bra,2015.06.17,Nej,,Ja,2017.12.14,,2-0125,Ekerö (S),2-01,Stockholms län (S)
V480558,,2015.09.14,Ja,2015.09.15,,Får,,Annan,Kött,2015.09.13,2015.09.14,Nej,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2182,Bergviken,6791346,595916,6792517,1552736,RT90,Mindre bra,2015.09.15,Nej,,Ja,2017.12.14,,2-2182,Söderhamn (S),2-21,Gävleborgs län (S)
V480563,,2015.09.22,Ja,2015.09.22,,Får,,,,2015.09.22,2015.09.22,Nej,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Ålock,6865859,548761,6867635,1506490,RT90,Mindre bra,2015.09.22,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480590,,2015.10.12,Ja,2015.10.12,,Får,,,,2015.09.27,2015.09.27,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Ålock,6865845,548804,6867620,1506533,RT90,Mindre bra,2015.10.12,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480594,,2015.10.09,Ja,2015.10.09,,Får,,Annan,Bland,2015.10.08,2015.10.09,Nej,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Hjulbäck,6740429,494966,6742828,1451128,RT90,Mindre bra,2015.10.09,Nej,,Ja,2017.12.14,,2-2029,Leksand (S),2-20,Dalarnas län (S)
V480600,,2015.09.03,Ja,2015.09.03,,Får,,Annan,Blandras,2015.09.03,2015.09.03,Nej,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Broby,6546746,646275,6547248,1600120,RT90,Mindre bra,2015.09.03,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480610,,2015.11.04,Ja,2015.11.04,,Får,,Annan,Texel,2015.11.03,2015.11.04,Nej,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6549104,636344,6549726,1590215,RT90,Mindre bra,2015.11.04,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480611,,2015.11.05,Ja,2015.11.05,,Får,,Annan,Texel,2015.11.04,2015.11.05,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6548966,636397,6549588,1590266,RT90,Mindre bra,2015.11.05,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480612,,2015.11.08,Ja,2015.11.08,,Får,,Annan,Texel,2015.11.07,2015.11.08,Nej,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6549360,636633,6549979,1590507,RT90,Mindre bra,2015.11.08,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480613,,2015.09.17,Ja,2015.09.17,,Får,,Annan,Texel,2015.09.16,2015.09.17,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6550224,635985,6550851,1589869,RT90,Mindre bra,2015.09.17,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480614,,2015.09.16,Ja,2015.09.16,,Får,,Annan,Texel,2015.09.15,2015.09.16,Nej,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6550224,635985,6550851,1589869,RT90,Mindre bra,2015.09.16,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480615,,2015.11.10,Ja,2015.11.10,,Får,,Annan,Texel,2015.11.09,2015.11.10,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Molstaberg,6549186,636291,6549809,1590163,RT90,Mindre bra,2015.11.10,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480618,,2015.11.11,Ja,2015.11.11,,Får,,Annan,Texel,2015.11.10,2015.11.11,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Molstaberg,6549186,636291,6549809,1590163,RT90,Mindre bra,2015.11.11,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480694,,2014.10.09,Ja,2014.10.09,,Får,,,,2014.10.08,2014.10.09,Nej,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1962,Bråfors,6656382,540929,6658190,1496077,RT90,Mindre bra,2014.10.09,Nej,,Ja,2017.12.14,,2-1962,Norberg (S),2-19,Västmanlands län (S)
V480695,,2014.10.14,Ja,2014.10.15,,Får,,Annan,Finull/blandras,2014.10.13,2014.10.14,Nej,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1785,Björbyn,6567346,363354,6571275,1317348,RT90,Mindre bra,2014.10.15,Nej,,Ja,2017.12.14,,2-1785,Säffle (S),2-17,Värmlands län (S)
V480699,,2014.08.03,Ja,2014.08.03,,Får,,Annan,Blandras,2014.08.02,2014.08.03,Nej,11,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1273,Boalt,6252025,421836,6255103,1372099,RT90,Mindre bra,2014.08.03,Nej,,Ja,2017.12.14,,2-1273,Osby (S),2-12,Skåne län (S)
V480700,,2014.10.24,Ja,2014.10.24,,Får,,Annan,blandras,2014.10.24,2014.10.24,Nej,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1781,Västanås,6571021,453205,6573864,1407285,RT90,Mindre bra,2014.10.24,Nej,,Ja,2017.12.14,,2-1781,Kristinehamn (S),2-17,Värmlands län (S)
V480705,,2014.08.01,Ja,2014.08.01,,Får,,Annan,Pälsfår,2014.07.31,2014.08.01,Nej,14,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1293,Lönsholma,6245770,413087,6248947,1363273,RT90,Mindre bra,2014.08.01,Nej,,Ja,2017.12.14,,2-1293,Hässleholm (S),2-12,Skåne län (S)
V480707,,2014.09.24,Ja,2014.09.24,,Får,,Annan,Pläsfår,2014.09.24,2014.09.24,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1293,Lönsholma,6245770,413087,6248947,1363273,RT90,Mindre bra,2014.09.24,Nej,,Ja,2017.12.14,,2-1293,Hässleholm (S),2-12,Skåne län (S)
V480724,,2015.05.22,Ja,2015.05.22,,Får,,Annan,Gutefår,2015.05.21,2015.05.22,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1315,Drosphult,6315758,405885,6319053,1356891,RT90,Mindre bra,2015.05.22,Nej,,Ja,2017.12.14,,2-1315,Hylte (S),2-13,Hallands län (S)
V480728,,2015.05.22,Ja,2015.05.22,,Get,,,,2015.05.22,2015.05.22,Nej,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Bäckberg,6728373,513710,6730537,1469730,RT90,Mindre bra,2015.05.22,Nej,,Ja,2017.12.14,,2-2029,Leksand (S),2-20,Dalarnas län (S)
V480731,,2015.05.27,Ja,2015.05.31,,Får,,Annan,Texel,2015.05.26,2015.05.27,Nej,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1465,Boda Örsås,6364326,384606,6367897,1336177,RT90,Mindre bra,2015.05.31,Nej,,Ja,2017.12.14,,2-1465,Svenljunga (S),2-14,Västra Götalands län (S)
V480733,,2015.06.03,Ja,2015.06.04,,Nöt,,Annan,SRB mjölk eko,2015.06.02,2015.06.02,Nej,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0764,Grönhult/ Stahultn 1:3,6279801,464764,6282387,1415372,RT90,Mindre bra,2015.06.04,Nej,,Ja,2017.12.14,,2-0764,Alvesta (S),2-07,Kronobergs län (S)
V480748,,2015.06.04,Ja,2015.06.04,,Får,,Annan,finull/kött,2015.06.03,2015.06.04,Nej,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1981,Nordanåker 2,6662629,582860,6663927,1538097,RT90,Mindre bra,2015.06.04,Nej,,Ja,2017.12.14,,2-1981,Sala (S),2-19,Västmanlands län (S)
V480753,,2015.07.11,Ja,2015.07.11,,Får,,,,2015.07.10,2015.07.11,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Näsvall,6862841,541747,6864703,1499437,RT90,Mindre bra,2015.07.11,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480755,,2015.07.18,Ja,2015.07.18,,Får,,Annan,Texel,2015.07.18,2015.07.18,Nej,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Molstaberg,6550417,636207,6551041,1590094,RT90,Mindre bra,2015.07.18,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480756,,2015.07.17,Ja,2015.07.17,,Får,,,,2015.07.17,2015.07.17,Nej,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Helgbo,6725238,510802,6727437,1466783,RT90,Mindre bra,2015.07.17,Nej,,Ja,2017.12.14,,2-2029,Leksand (S),2-20,Dalarnas län (S)
V480757,,2015.07.05,Ja,2015.07.07,,Får,,,,2015.07.04,2015.07.05,Nej,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1438,Rindstad,6522663,318910,6527105,1272340,RT90,Mindre bra,2015.07.07,Nej,,Ja,2017.12.14,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
V480762,,2015.07.06,Ja,2015.07.06,,Nöt,,,,2015.07.04,2015.07.06,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1383,Horred,6358087,342988,6362149,1294463,RT90,Mindre bra,2015.07.06,Nej,,Ja,2017.12.14,,2-1383,Varberg (S),2-13,Hallands län (S)
V480763,,2015.07.25,Ja,2015.07.25,,Får,,,,2015.07.25,2015.07.25,Nej,18,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Solarvet,6727063,517524,6729180,1473530,RT90,Mindre bra,2015.07.25,Nej,,Ja,2017.12.14,,2-2029,Leksand (S),2-20,Dalarnas län (S)
V480769,,2015.10.03,Ja,2015.10.05,,Får,,,,2015.10.02,2015.10.03,Nej,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2281,Baggböle,6945622,600657,6946773,1559395,RT90,Mindre bra,2015.10.05,Nej,,Ja,2017.12.14,,2-2281,Sundsvall (S),2-22,Västernorrlands län (S)
V480774,,2015.07.26,Ja,2015.07.26,,Får,,,,2015.07.26,2015.07.26,Nej,5,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Östra Insjön,6726777,509191,6728996,1465190,RT90,Mindre bra,2015.07.26,Nej,,Ja,2017.12.14,,2-2029,Leksand (S),2-20,Dalarnas län (S)
V480779,,2015.07.11,Ja,2015.07.11,,Får,,Annan,Finull,2015.07.11,2015.07.11,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1863,Havsjö,6637069,487935,6639516,1442830,RT90,Mindre bra,2015.07.11,Nej,,Ja,2017.12.14,,2-1863,Hällefors (S),2-18,Örebro län (S)
V480783,,2015.08.01,Ja,2015.08.02,,Får,,,,2015.07.31,2015.08.01,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1781,Bottsviken,6569359,457030,6572155,1411091,RT90,Mindre bra,2015.08.02,Nej,,Ja,2017.12.14,,2-1781,Kristinehamn (S),2-17,Värmlands län (S)
V480787,,2015.08.17,Ja,2015.08.17,,Nöt,,,,2015.08.13,2015.08.14,Nej,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1862,Solberga,6564695,469469,6567339,1423479,RT90,Mindre bra,2015.08.17,Nej,,Ja,2017.12.14,,2-1862,Degerfors (S),2-18,Örebro län (S)
V480788,,2015.07.28,Ja,2015.07.28,,Get,,,,2015.07.27,2015.07.28,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Näsvall,6862868,541717,6864730,1499407,RT90,Mindre bra,2015.07.28,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480791,,2015.08.19,Ja,2015.08.19,,Får,,Annan,finull,2015.08.17,2015.08.19,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0330,Berga Vassunda,6620830,654980,6621240,1609724,RT90,Mindre bra,2015.08.19,Nej,,Ja,2017.12.14,,2-0330,Knivsta (S),2-03,Uppsala län (S)
V480794,,2015.05.25,Ja,2015.05.25,,Får,,Annan,Suffolk,2015.05.23,2015.05.25,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0380,Järlåsa,6639534,620284,6640370,1575248,RT90,Mindre bra,2015.05.25,Nej,,Ja,2017.12.14,,2-0380,Uppsala (S),2-03,Uppsala län (S)
V480795,,2015.08.21,Ja,2015.08.21,,Får,,Annan,Leicster,2015.08.19,2015.08.21,Nej,6,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0380,Rasbo,6646254,658337,6646628,1613391,RT90,Mindre bra,2015.08.21,Nej,,Ja,2017.12.14,,2-0380,Uppsala (S),2-03,Uppsala län (S)
V480799,,2015.08.18,Ja,2015.08.18,,Får,,,,2015.08.18,2015.08.18,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Näsvall,6862848,541727,6864710,1499417,RT90,Mindre bra,2015.08.18,Nej,,Ja,2017.12.14,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V480808,,2015.11.01,Ja,2015.11.02,,Får,,Annan,Blandras,2015.11.01,2015.11.01,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1782,Rämmen,6654441,450391,6657353,1405483,RT90,Mindre bra,2015.11.02,Nej,,Ja,2017.12.14,,2-1782,Filipstad (S),2-17,Värmlands län (S)
V480813,,2015.08.23,Ja,2015.08.24,,Nöt,,Annan,Hereford,2015.08.22,2015.08.23,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0662,St. Götsbo,6342035,397697,6345440,1349010,RT90,Mindre bra,2015.08.24,Nej,,Ja,2017.12.14,,2-0662,Gislaved (S),2-06,Jönköpings län (S)
V480818,,2015.07.02,Ja,2015.07.02,,Får,,Annan,Texel,2015.06.30,2015.07.01,Nej,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6550414,635984,6551041,1589871,RT90,Mindre bra,2015.07.02,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480819,,2015.07.28,Ja,2015.07.28,,Får,,Annan,Finull,2015.07.27,2015.07.27,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Molstaberg,6551411,636561,6552031,1590460,RT90,Mindre bra,2015.07.28,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
V480821,,2015.08.08,Ja,2015.08.08,,Får,,Annan,Texel,2015.08.08,2015.08.08,Nej,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-0181,Mölnbo,6547509,636319,6548131,1590171,RT90,Mindre bra,2015.08.08,Nej,,Ja,2017.12.14,,2-0181,Södertälje (S),2-01,Stockholms län (S)
