mod_id,id,sex,Country_fatefile,territory,Revir_Vinter,Autumn,Spring,Fate,confirmed.illegal,Radio.collar,Comment,geometry,NAME_1,NAME_2,KommunerNamn,SLU.ID,ruggedness_mean,average_gravel_km,average_paved_km,artificial_area_total,pop_mean,mean_snow,hunt_afo,hunt_county2,Fi,number_neighbour_terr,bear_density_BZtiff,mean_fi,max_fi,wolfLKill_cumall,wolfLKill_last5y,wolfLKill_n,NoAffectedSheep_cumall,NoAffectedSheep_last5y,NoAffectedSheep,sheepAttacks_n,AttackDogs_cumall,AttackDogs_last5y,AttackDogs_n,IndividualIncome,income_prop,year_average,first_yeardet,last_yeardet,years_firstdet,time_start,time_end
5,G35-16,M,N,Aurskog 5,Aurskog_1920,2019,2020,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,NA,G35-16,0.335,1.18,0.61,0.00149,76.254,79.1380952380952,160.1,1.8,0.3106,4,1.82e-5,0.299038,0.3106,0,0,0,0,0,0,0,0,0,0,443400,1.4591160442059028,303882.6156156156,2018,2019,1,1,2
6,G80-17,F,N,Aurskog 5,Aurskog_1920,2019,2020,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,NA,G80-17,0.335,1.18,0.61,0.00149,76.254,79.1380952380952,160.1,1.8,0.287476,4,1.82e-5,0.299038,0.3106,0,0,0,0,0,0,0,0,0,0,443400,1.4591160442059028,303882.6156156156,2018,2019,1,1,2
137,G35-16,M,N,Aurskog 5,Aurskog_1819,2018,2019,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G35-16,0.353,1.06,0.7,0.00149,153.698,82.0555555555556,140.7,2,0.3106,4,1.18e-6,0.299038,0.3106,0,0,0,0,0,0,0,0,0,0,424300,1.4087591174648117,301187.04804804805,2018,2019,0,0,1
138,G80-17,F,N,Aurskog 5,Aurskog_1819,2018,2019,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G80-17,0.353,1.06,0.7,0.00149,153.698,82.0555555555556,140.7,2,0.287476,4,1.18e-6,0.299038,0.3106,0,0,0,0,0,0,0,0,0,0,424300,1.4087591174648117,301187.04804804805,2018,2019,0,0,1
229,G175-17,F,N,Sotsjöen 1,Sotsjøen_1819,2018,2019,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G175-17,0.326,1.58,0.44,0,9.592,83.1818181818182,138.2,2.1,0.218197,5,1.3e-6,0.212573,0.218197,0,0,0,0,0,0,0,0,0,0,424300,1.4087591174648117,301187.04804804805,2018,2018,0,0,1
230,G58-17,M,N,Sotsjöen 1,Sotsjøen_1819,2018,2019,censored,NA,0,"moved to new territory, Skilingmark 3, in Sweden",list(),Akershus,Aurskog-Høland,aurskog-høland,G58-17,0.326,1.58,0.44,0,9.592,83.1818181818182,138.2,2.1,0.206949,5,1.3e-6,0.212573,0.218197,0,0,0,0,0,0,0,0,0,0,424300,1.4087591174648117,301187.04804804805,2018,2018,0,0,1
402,G107-16,M,N,Aurskog 4,Aurskog_1617,2016,2017,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G107-16,0.353,1.06,0.7,0.00149,149.427,70.8352941176471,141.9,2.1,0.3106,3,7.4e-6,0.301937,0.3106,0,0,0,0,0,0,0,0,0,0,400700,1.36710630737643,293100.83483483485,2015,2016,1,1,2
403,G170-15,F,N,Aurskog 4,Aurskog_1617,2016,2017,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G170-15,0.353,1.06,0.7,0.00149,149.427,70.8352941176471,141.9,2.1,0.293274,3,7.4e-6,0.301937,0.3106,0,0,0,0,0,0,0,0,0,0,400700,1.36710630737643,293100.83483483485,2015,2016,1,1,2
547,G107-16,M,N,Aurskog 4,Aurskog_1516,2015,2016,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G107-16,0.339,1.13,0.67,0.00149,72.368,65.296875,233.4,2.4,0.3106,3,1.44e-5,0.301937,0.3106,0,0,0,0,0,0,0,0,0,0,392600,1.3711190677399678,286335.45345345343,2015,2016,0,0,1
548,G170-15,F,N,Aurskog 4,Aurskog_1516,2015,2016,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G170-15,0.339,1.13,0.67,0.00149,72.368,65.296875,233.4,2.4,0.293274,3,1.44e-5,0.301937,0.3106,0,0,0,0,0,0,0,0,0,0,392600,1.3711190677399678,286335.45345345343,2015,2016,0,0,1
956,G111-10,M,N,Aurskog 3,Aurskog_1213,2012,2013,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G111-10,0.314,1.43,0.51,9.2e-4,29.714,72.0220352564102,351.8,3,0.256958,2,0,0.255783,0.256958,0,0,0,0,0,0,0,0,0,0,352600,1.3298639352838013,265139.9069069069,2012,2012,0,0,1
957,G131-11,F,N,Aurskog 3,Aurskog_1213,2012,2013,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G131-11,0.314,1.43,0.51,9.2e-4,29.714,72.0220352564102,351.8,3,0.254608,2,0,0.255783,0.256958,0,0,0,0,0,0,0,0,0,0,352600,1.3298639352838013,265139.9069069069,2012,2012,0,0,1
1085,G69-10,M,N,Aurskog 1,Aurskog_1112,2011,2012,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G69-10,0.291,1.49,0.47,9.2e-4,26.048,82.3939393939394,NA,3,0.214844,0,1.1e-6,0.23590100000000003,0.256958,0,0,0,0,0,0,0,0,0,0,337300,1.3064170161593023,258187.08408408408,2010,2011,1,1,2
1086,G75-10,F,N,Aurskog 1,Aurskog_1112,2011,2012,illegal,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G75-10,0.291,1.49,0.47,9.2e-4,26.048,82.3939393939394,NA,3,0.256958,0,1.1e-6,0.23590100000000003,0.256958,0,0,0,0,0,0,0,0,0,0,337300,1.3064170161593023,258187.08408408408,2010,2011,1,1,2
1204,G69-10,M,N,Aurskog 1,Aurskog_1011,2010,2011,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G69-10,0.333,1.12,0.67,0.00149,135.265,81.7708333333333,NA,3.3,0.214844,1,0,0.23590100000000003,0.256958,0,0,0,0,0,0,0,0,0,0,325300,1.263826797105613,257392.86486486485,2010,2011,0,0,1
1205,G75-10,F,N,Aurskog 1,Aurskog_1011,2010,2011,NA,NA,0,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,G75-10,0.333,1.12,0.67,0.00149,135.265,81.7708333333333,NA,3.3,0.256958,1,0,0.23590100000000003,0.256958,0,0,0,0,0,0,0,0,0,0,325300,1.263826797105613,257392.86486486485,2010,2011,0,0,1
1807,M-02-11,F,N,Mangen 1 (N. f.d. Årjäng),Mangen_0203,2002,2003,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-02-11,0.32,1.59,0.48,0,13.006,76.3679924242424,NA,3.6,0.234375,1,6.96e-5,0.265625,0.296875,0,0,0,0,0,0,0,0,0,0,239200,1.0424607327108961,229457.08408408408,2002,2003,0,0,1
1808,M-02-14/G28-03,M,N,Mangen 1 (N. f.d. Årjäng),Mangen_0203,2002,2003,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-02-14,0.32,1.59,0.48,0,13.006,76.3679924242424,NA,3.6,0.296875,1,6.96e-5,0.265625,0.296875,0,0,0,0,0,0,0,0,0,0,239200,1.0424607327108961,229457.08408408408,2002,2003,0,0,1
1849,M-00-01,M,N,Årjangkongsvinger,Årjäng-Kongsvinger_0102,2001,2002,illegal,1,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-01,0.327,1.51,0.43,0,8.746,76.90625,NA,3.8,0.125,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,226600,1.011579638903428,224006.0903614458,1998,2001,3,3,4
1850,M-00-02,F,N,Årjangkongsvinger,Årjäng-Kongsvinger_0102,2001,2002,censored,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-02,0.327,1.51,0.43,0,8.746,76.90625,NA,3.8,0.125,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,226600,1.011579638903428,224006.0903614458,1998,2001,3,3,4
1879,M-00-01,M,N,Årjangkongsvinger,Årjäng-Kongsvinger_0001,2000,2001,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-01,0.32,1.57,0.46,0,11.617,64.546875,NA,3.5,0.125,0,2.03e-5,0.125,0.125,0,0,0,0,0,0,0,0,0,0,216300,0.981365915030829,220407.0843373494,1998,2001,2,2,3
1880,M-00-02,F,N,Årjangkongsvinger,Årjäng-Kongsvinger_0001,2000,2001,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-02,0.32,1.57,0.46,0,11.617,64.546875,NA,3.5,0.125,0,2.03e-5,0.125,0.125,0,0,0,0,0,0,0,0,0,0,216300,0.981365915030829,220407.0843373494,1998,2001,2,2,3
1899,M-00-01,M,N,Årjangkongsvinger,Årjäng-Kongsvinger_9900,1999,2000,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-01,0.321,1.61,0.47,0,12.467,NA,NA,3.4,0.125,0,0,0.125,0.125,NA,NA,NA,0,0,0,0,0,0,0,202800,0.9444688040507502,214723.8734939759,1998,2001,1,1,2
1900,M-00-02,F,N,Årjangkongsvinger,Årjäng-Kongsvinger_9900,1999,2000,NA,NA,1,NA,list(),Akershus,Aurskog-Høland,aurskog-høland,M-00-02,0.321,1.61,0.47,0,12.467,NA,NA,3.4,0.125,0,0,0.125,0.125,NA,NA,NA,0,0,0,0,0,0,0,202800,0.9444688040507502,214723.8734939759,1998,2001,1,1,2
127,G152-15,F,N,Östmarka 5,Østmarka_1920,2019,2020,censored,NA,0,NA,list(),Akershus,Enebakk,NA,G152-15,0.401,1.16,1.54,0.03183,321.382,77.6770833333333,37.9,1.7,0.423096,1,1.84e-6,0.41940500000000003,0.423096,0,0,0,0,0,0,0,0,0,0,467400,1.5380939085742873,303882.6156156156,2019,2019,0,0,1
128,G309-17,M,N,Östmarka 5,Østmarka_1920,2019,2020,illegal,NA,0,NA,list(),Akershus,Enebakk,NA,G309-17,0.401,1.16,1.54,0.03183,321.382,77.6770833333333,37.9,1.7,0.415714,1,1.84e-6,0.41940500000000003,0.423096,0,0,0,0,0,0,0,0,0,0,467400,1.5380939085742873,303882.6156156156,2019,2019,0,0,1
255,G152-15,F,N,Östmarka 4,Østmarka_1819,2018,2019,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G152-15,0.407,1.14,1.43,0.02358,316.191,81.9646464646465,45.6,1.9,0.423096,2,1e-7,0.3295945,0.423096,0,0,0,0,0,0,0,0,0,0,455700,1.5130132685098154,301187.04804804805,2018,2018,0,0,1
256,G297-17,M,N,Östmarka 4,Østmarka_1819,2018,2019,censored,NA,0,"left Östmarka summer 2019, moved to new territory, Boksjö 3 in Sweden, where he establiched winter/spring 2021",list(),Akershus,Enebakk,enebakk,G297-17,0.407,1.14,1.43,0.02358,316.191,81.9646464646465,45.6,1.9,0.236093,2,1e-7,0.3295945,0.423096,0,0,0,0,0,0,0,0,0,0,455700,1.5130132685098154,301187.04804804805,2018,2018,0,0,1
393,G152-15,F,N,Östmarka 3,Østmarka_1718,2017,2018,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G152-15,0.412,1.16,1.54,0.03365,299.166,69.8484848484848,47.6,2.1,0.423096,0,0,0.3606185,0.423096,0,0,0,0,0,0,0,0,0,0,444900,1.4947664755099375,297638.46546546544,2016,2017,1,1,2
394,G72-16,M,N,Östmarka 3,Østmarka_1718,2017,2018,illegal,NA,0,NA,list(),Akershus,Enebakk,enebakk,G72-16,0.412,1.16,1.54,0.03365,299.166,69.8484848484848,47.6,2.1,0.298141,0,0,0.3606185,0.423096,0,0,0,0,0,0,0,0,0,0,444900,1.4947664755099375,297638.46546546544,2016,2017,1,1,2
675,G144-14,F,N,Östmarka 2,Østmarka_1516,2015,2016,other,NA,0,"Could have died in scabies, as the male had it",list(),Akershus,Enebakk,enebakk,G144-14,0.409,1.1,1.07,0.0152,296.856,66.1111111111111,64,2.4,0.217712,1,2.08e-6,0.23733500000000002,0.256958,0,0,0,0,0,0,0,0,0,0,437500,1.5279281511366172,286335.45345345343,2014,2015,1,1,2
676,G86-11,M,N,Östmarka 2,Østmarka_1516,2015,2016,other,NA,0,Scabies,list(),Akershus,Enebakk,enebakk,G86-11,0.409,1.1,1.07,0.0152,296.856,66.1111111111111,64,2.4,0.256958,1,2.08e-6,0.23733500000000002,0.256958,0,0,0,0,0,0,0,0,0,0,437500,1.5279281511366172,286335.45345345343,2014,2015,1,1,2
942,G46-13,F,N,Östmarka 1,Østmarka_1314,2013,2014,illegal,NA,0,NA,list(),Akershus,Enebakk,enebakk,G46-13,0.4,1.17,1.6,0.03636,281.085,76.7760416666667,57,2.5,0.138855,0,0,0.1979065,0.256958,0,0,0,0,0,0,0,0,0,0,405800,1.492719563042109,271852.8048048048,2012,2013,1,1,2
943,G86-11,M,N,Östmarka 1,Østmarka_1314,2013,2014,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G86-11,0.4,1.17,1.6,0.03636,281.085,76.7760416666667,57,2.5,0.256958,0,0,0.1979065,0.256958,0,0,0,0,0,0,0,0,0,0,405800,1.492719563042109,271852.8048048048,2012,2013,1,1,2
1052,G18-10,F,N,Skugghöjden,Østmarka_1213,2012,2013,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G18-10,0.398,1.19,1.75,0.03968,271.533,69.2280092592593,60.9,2.8,0.276123,1,0,0.1440641739130435,0.276123,0,0,0,0,0,0,0,0,0,0,389500,1.4690357424646643,265139.9069069069,2009,2019,3,3,4
1073,G46-13,F,N,Östmarka 1,Østmarka_1213,2012,2013,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G46-13,0.398,1.19,1.75,0.03968,271.533,69.2280092592593,60.9,2.8,0.138855,1,0,0.1979065,0.256958,0,0,0,0,0,0,0,0,0,0,389500,1.4690357424646643,265139.9069069069,2012,2013,0,0,1
1074,G86-11,M,N,Östmarka 1,Østmarka_1213,2012,2013,NA,NA,0,NA,list(),Akershus,Enebakk,enebakk,G86-11,0.398,1.19,1.75,0.03968,271.533,69.2280092592593,60.9,2.8,0.256958,1,0,0.1979065,0.256958,0,0,0,0,0,0,0,0,0,0,389500,1.4690357424646643,265139.9069069069,2012,2013,0,0,1
810,G144-14,F,N,Östmarka 2,Østmarka_1415,2014,2015,NA,NA,0,NA,list(),Akershus,Lørenskog,enebakk,G144-14,0.398,1.2,1.86,0.04327,280.369,58.3372596153846,48.5,2.4,0.217712,0,6.8e-7,0.23733500000000002,0.256958,0,0,0,0,0,0,0,0,0,0,450100,1.6280399130810062,276467.42342342343,2014,2015,0,0,1
811,G86-11,M,N,Östmarka 2,Østmarka_1415,2014,2015,NA,NA,0,NA,list(),Akershus,Lørenskog,enebakk,G86-11,0.398,1.2,1.86,0.04327,280.369,58.3372596153846,48.5,2.4,0.256958,0,6.8e-7,0.23733500000000002,0.256958,0,0,0,0,0,0,0,0,0,0,450100,1.6280399130810062,276467.42342342343,2014,2015,0,0,1
199,G172-14,F,N,Mangen 5,Mangen_1819,2018,2019,illegal,NA,0,NA,list(),Akershus,Nesodden,nes,G172-14,0.293,1.66,0.45,0.00129,18.642,83.359375,162.8,1.9,0.139008,3,2.04e-5,0.197695,0.256382,0,0,0,0,0,0,0,0,0,0,503300,1.6710545930238976,301187.04804804805,2016,2018,2,2,3
200,G124-17,M,N,Mangen 5,Mangen_1819,2018,2019,NA,NA,0,NA,list(),Akershus,Nesodden,nes,G124-17,0.293,1.66,0.45,0.00129,18.642,83.359375,162.8,1.9,0.256382,3,2.04e-5,0.197695,0.256382,0,0,0,0,0,0,0,0,0,0,503300,1.6710545930238976,301187.04804804805,2016,2018,2,2,3
339,172-14,F,N,Mangen 5,Mangen_1718,2017,2018,NA,NA,0,NA,list(),Akershus,Nesodden,nes,G172-14,0.29,1.64,0.45,0.00123,18.43,77.4010416666667,174.2,2,0.139008,1,4.9e-6,0.197695,0.256382,0,0,0,0,0,0,0,0,0,0,487800,1.6389010715975443,297638.46546546544,2016,2018,1,1,2
340,G124-17,M,N,Mangen 5,Mangen_1718,2017,2018,NA,NA,0,NA,list(),Akershus,Nesodden,nes,G124-17,0.29,1.64,0.45,0.00123,18.43,77.4010416666667,174.2,2,0.256382,1,4.9e-6,0.197695,0.256382,0,0,0,0,0,0,0,0,0,0,487800,1.6389010715975443,297638.46546546544,2016,2018,1,1,2
623,172-14,F,N,Mangen 4,Mangen_1516,2015,2016,NA,NA,0,NA,list(),Akershus,Nesodden,nes,G172-14,0.291,1.69,0.6,0.0044,18.087,72.5294117647059,185.4,2.2,0.139008,3,5.65e-5,0.224804,0.3106,0,0,0,0,0,0,0,0,0,0,467500,1.6327003672145566,286335.45345345343,2014,2015,1,1,2
624,G18-13,M,N,Mangen 4,Mangen_1516,2015,2016,illegal,NA,0,NA,list(),Akershus,Nesodden,nes,G18-13,0.291,1.69,0.6,0.0044,18.087,72.5294117647059,185.4,2.2,0.3106,3,5.65e-5,0.224804,0.3106,0,0,0,0,0,0,0,0,0,0,467500,1.6327003672145566,286335.45345345343,2014,2015,1,1,2
1776,M-02-11,F,N,Mangen 1 (N. f.d. Årjäng),Mangen_0304,2003,2004,censored,NA,1,NA,list(),Akershus,Nesodden,nes,M-02-11,0.288,1.56,0.4,0,23.94,77.696774193548407,NA,3.2,0.234375,0,0,0.265625,0.296875,0,0,0,0,0,0,0,0,0,0,293900,1.2595727902717424,233333.0810810811,2002,2003,1,1,2
1777,M-02-14/G28-03,M,N,Mangen 1 (N. f.d. Årjäng),Mangen_0304,2003,2004,traffic,NA,1,killed by car while groggy after capture,list(),Akershus,Nesodden,nes,M-02-14,0.288,1.56,0.4,0,23.94,77.696774193548407,NA,3.2,0.296875,0,0,0.265625,0.296875,0,0,0,0,0,0,0,0,0,0,293900,1.2595727902717424,233333.0810810811,2002,2003,1,1,2
538,G152-15,F,N,Östmarka 3,Østmarka_1617,2016,2017,NA,NA,0,NA,list(),Akershus,Rælingen,enebakk,G152-15,0.405,1.19,1.7,0.0384,295.469,69.94375,42,1.9,0.423096,1,2.12e-6,0.3606185,0.423096,0,0,0,0,0,0,0,0,0,0,461200,1.5735199125580472,293100.83483483485,2016,2017,0,0,1
539,G72-16,M,N,Östmarka 3,Østmarka_1617,2016,2017,NA,NA,0,NA,list(),Akershus,Rælingen,enebakk,G72-16,0.405,1.19,1.7,0.0384,295.469,69.94375,42,1.9,0.298141,1,2.12e-6,0.3606185,0.423096,0,0,0,0,0,0,0,0,0,0,461200,1.5735199125580472,293100.83483483485,2016,2017,0,0,1
11,G213-17,F,N,Boksjö 2,Boksjø_1920,2019,2020,NA,NA,0,NA,list(),Ãstfold,Aremark,NA,G213-17,0.361,1.31,0.49,8.2e-4,30.451,58.3879928315412,88.1,2.2,0.121395,0,0,0.0606975,0.121395,0,0,0,0,0,0,0,0,0,0,434200,1.428841196198022,303882.6156156156,2019,2019,0,0,1
12,G2-19,M,N,Boksjö 2,Boksjø_1920,2019,2020,NA,NA,0,NA,list(),Ãstfold,Aremark,NA,G2-19,0.361,1.31,0.49,8.2e-4,30.451,58.3879928315412,88.1,2.2,0,0,0,0.0606975,0.121395,0,0,0,0,0,0,0,0,0,0,434200,1.428841196198022,303882.6156156156,2019,2019,0,0,1
1091,G1-08,F,N,Dals Ed 6,Dals Ed-Eidsberg_1112,2011,2012,NA,NA,0,NA,list(),Ãstfold,Aremark,aremark,G1-08,0.382,1.28,0.49,0.00148,14.343,80.3888888888889,NA,3.2,0.290039,0,0,0.2524415,0.290039,0,0,0,0,0,0,0,0,0,0,352500,1.3652890548359147,258187.08408408408,2011,2012,0,0,1
1092,G71-10,M,N,Dals Ed 6,Dals Ed-Eidsberg_1112,2011,2012,NA,NA,0,NA,list(),Ãstfold,Aremark,aremark,G71-10,0.382,1.28,0.49,0.00148,14.343,80.3888888888889,NA,3.2,0.214844,0,0,0.2524415,0.290039,0,0,0,0,0,0,0,0,0,0,352500,1.3652890548359147,258187.08408408408,2011,2012,0,0,1
1296,G106-11,F,N,Stora Le,Stora Le_1011,2010,2011,illegal,NA,0,NA,list(),Ãstfold,Aremark,aremark,G106-11,0.412,1.11,0.38,0,14.191,83.2365591397849,NA,3.4,0.256958,2,0,0.32769800000000004,0.398438,0,0,0,0,0,0,0,0,0,0,321500,1.2490633731000755,257392.86486486485,2010,2010,0,0,1
1297,G25-06,M,N,Stora Le,Stora Le_1011,2010,2011,illegal,NA,0,NA,list(),Ãstfold,Aremark,aremark,G25-06,0.412,1.11,0.38,0,14.191,83.2365591397849,NA,3.4,0.398438,2,0,0.32769800000000004,0.398438,0,0,0,0,0,0,0,0,0,0,321500,1.2490633731000755,257392.86486486485,2010,2010,0,0,1
267,G31-17,M,N,Boksjö 1,Boksjø_1718,2017,2018,illegal,NA,0,NA,list(),Ãstfold,Halden,halden,G31-17,0.398,1.22,0.43,4.3e-4,20.24,61.8767148683723,75.2,2.8,0.231424,0,0,0.17056749999999998,0.231424,0,0,0,0,0,0,0,0,0,0,397500,1.3355128658467075,297638.46546546544,2016,2017,1,1,2
268,G79-15,F,N,Boksjö 1,Boksjø_1718,2017,2018,censored,NA,0,Tiken senast reg 2019-04-22,list(),Ãstfold,Halden,halden,G79-15,0.398,1.22,0.43,4.3e-4,20.24,61.8767148683723,75.2,2.8,0.109711,0,0,0.17056749999999998,0.231424,0,0,0,0,0,0,0,0,0,0,397500,1.3355128658467075,297638.46546546544,2016,2017,1,1,2
962,G1-08,F,N,Dals Ed 6,Dals Ed-Eidsberg_1213,2012,2013,censored,NA,0,NA,list(),Ãstfold,Halden,dals-ed,G1-08,0.403,1.22,0.41,5.9e-4,19.307,63.3873737373737,66.2,3.3,0.290039,0,0,0.2524415,0.290039,0,0,0,0,0,0,0,0,0,0,339700,1.2812103766758574,265139.9069069069,2011,2012,1,1,2
963,G71-10,M,N,Dals Ed 6,Dals Ed-Eidsberg_1213,2012,2013,illegal,NA,0,NA,list(),Ãstfold,Halden,dals-ed,G71-10,0.403,1.22,0.41,5.9e-4,19.307,63.3873737373737,66.2,3.3,0.214844,0,0,0.2524415,0.290039,0,0,0,0,0,0,0,0,0,0,339700,1.2812103766758574,265139.9069069069,2011,2012,1,1,2
1210,G1-08,F,N,Dals Ed 5,DalsEd-Halden_1011,2010,2011,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G1-08,0.389,1.21,0.38,0.00362,18.34,82.9141414141414,NA,2.9,0.290039,3,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,310000,1.2043845899254226,257392.86486486485,2007,2010,3,3,4
1211,G28-07,M,N,Dals Ed 5,DalsEd-Halden_1011,2010,2011,illegal,NA,0,NA,list(),Ãstfold,Halden,halden,G28-07,0.389,1.21,0.38,0.00362,18.34,82.9141414141414,NA,2.9,0.227051,3,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,310000,1.2043845899254226,257392.86486486485,2007,2010,3,3,4
1332,G1-08,F,N,Dals Ed 5,Dals Ed-Halden_0910,2009,2010,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G1-08,0.398,1.25,0.49,0.00122,18.665,80.9956206206206,NA,2.9,0.290039,2,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,300600,1.1611781747947851,258875,2007,2010,2,2,3
1333,G28-07,M,N,Dals Ed 5,Dals Ed-Halden_0910,2009,2010,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G28-07,0.398,1.25,0.49,0.00122,18.665,80.9956206206206,NA,2.9,0.227051,2,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,300600,1.1611781747947851,258875,2007,2010,2,2,3
1374,G5-07,F,N,Linnekleppen,Linnekleppen_0910,2009,2010,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G5-07,0.33,1.32,0.62,0.00203,27.953,80.9791666666667,NA,3.3,0.283203,1,0,0.2490235,0.283203,0,0,0,0,0,0,0,0,0,0,300600,1.1611781747947851,258875,2009,2010,0,0,1
1375,M-11-07/G71-10,M,N,Linnekleppen,Linnekleppen_0910,2009,2010,NA,NA,1,NA,list(),Ãstfold,Halden,halden,G71-10,0.33,1.32,0.62,0.00203,27.953,80.9791666666667,NA,3.3,0.214844,1,0,0.2490235,0.283203,0,0,0,0,0,0,0,0,0,0,300600,1.1611781747947851,258875,2009,2010,0,0,1
1434,G1-08,F,N,Dals Ed 5,DalsEd-Halden_0809,2008,2009,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G1-08,0.4,1.23,0.43,5.9e-4,18.558,52.489898989899,NA,2.8,0.290039,1,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,296300,1.1653609236327351,254255.993993994,2007,2010,1,1,2
1435,G28-07,M,N,Dals Ed 5,DalsEd-Halden_0809,2008,2009,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G28-07,0.4,1.23,0.43,5.9e-4,18.558,52.489898989899,NA,2.8,0.227051,1,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,296300,1.1653609236327351,254255.993993994,2007,2010,1,1,2
1512,G1-08,F,N,Dals Ed 5,Dals Ed-Halden_0708,2007,2008,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G1-08,0.391,1.22,0.4,0.00291,18.45,57.3208333333333,NA,2.6,0.290039,1,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,277300,1.1035004763743854,251291.23723723725,2007,2010,0,0,1
1513,G28-07,M,N,Dals Ed 5,Dals Ed-Halden_0708,2007,2008,NA,NA,0,NA,list(),Ãstfold,Halden,halden,G28-07,0.391,1.22,0.4,0.00291,18.45,57.3208333333333,NA,2.6,0.227051,1,0,0.258545,0.290039,0,0,0,0,0,0,0,0,0,0,277300,1.1035004763743854,251291.23723723725,2007,2010,0,0,1
1587,G11-06,M,N,Dals Ed 4,Dals Ed-Halden_0607,2006,2007,illegal,NA,0,NA,list(),Ãstfold,Halden,dals-ed,G11-06,0.379,1.22,0.38,0.0048,18.05,80.8087121212121,NA,2.6,0.269531,0,0,0.251953,0.269531,0,0,0,0,0,0,0,0,0,0,256400,1.0400728035857425,246521.2042042042,2005,2006,1,1,2
1588,M-03-07,F,N,Dals Ed 4,Dals Ed-Halden_0607,2006,2007,illegal,NA,1,NA,list(),Ãstfold,Halden,dals-ed,M-03-07,0.379,1.22,0.38,0.0048,18.05,80.8087121212121,NA,2.6,0.234375,0,0,0.251953,0.269531,0,0,0,0,0,0,0,0,0,0,256400,1.0400728035857425,246521.2042042042,2005,2006,1,1,2
85,G129-17,F,N,Römskog 3,Rømskog_1920,2019,2020,NA,NA,0,NA,list(),Ãstfold,Marker,NA,G129-17,0.349,1.28,0.42,0.00101,17.37,73.5416666666667,85.8,2.2,0.218197,4,5.87e-6,0.2336415,0.249086,0,0,0,0,0,0,0,0,0,0,426600,1.4038315391480338,303882.6156156156,2019,2019,0,0,1
86,G34-18,M,N,Römskog 3,Rømskog_1920,2019,2020,NA,NA,0,NA,list(),Ãstfold,Marker,NA,G34-18,0.349,1.28,0.42,0.00101,17.37,73.5416666666667,85.8,2.2,0.249086,4,5.87e-6,0.2336415,0.249086,0,0,0,0,0,0,0,0,0,0,426600,1.4038315391480338,303882.6156156156,2019,2019,0,0,1
